"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-07-18","  3.33 %","  6.25 %","  3.96 %","   .00 %","   .68 %","","   .00 %","   .00 %"," -1.10 %"," -2.13 %","   .00 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %"
"2020-07-19","  1.21 %"," -2.94 %","  3.85 %","  4.12 %","  9.43 %","","   .00 %"," ##.## %","  1.11 %","  2.17 %","   .00 %"," -1.28 %","   .00 %","  9.77 %","   .00 %"," 50.00 %","   .00 %","  2.61 %","   .00 %"
"2020-07-20","   .40 %","   .00 %","  2.89 %","  1.98 %","  2.15 %","","   .00 %","   .00 %","  1.10 %","   .00 %","   .00 %","  1.30 %","   .00 %","   .42 %","   .00 %","-33.33 %","   .00 %","  1.33 %"," 10.00 %"
"2020-07-21","  2.38 %","  6.06 %","  2.28 %","  2.91 %","  2.71 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.92 %","   .00 %","  5.91 %","   .00 %","   .00 %","   .00 %","  1.58 %","   .00 %"
"2020-07-22","   .78 %","  2.86 %","  3.22 %","  2.83 %","   .59 %","","   .00 %","   .00 %"," -1.09 %","   .00 %","   .00 %","  1.26 %","   .00 %","  7.57 %","   .00 %","   .00 %","   .00 %","  1.65 %","   .00 %"
"2020-07-23","  2.69 %","  2.78 %","  3.48 %","  2.75 %","  2.04 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .62 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.12 %","   .00 %"
"2020-07-24","   .00 %","  2.70 %","  2.31 %","  8.04 %","  6.29 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %","  5.93 %","   .00 %"," 50.00 %","   .00 %","  2.86 %","   .00 %"
"2020-07-25","   .75 %"," 15.79 %","  2.25 %","  4.13 %","  3.76 %","","   .00 %","   .00 %","  2.20 %","   .00 %","   .00 %","  3.05 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","  2.45 %","   .00 %"
"2020-07-26","  2.23 %"," -2.27 %","  2.26 %","  6.35 %","  6.48 %","","   .00 %","   .00 %","  2.15 %","  8.51 %","   .00 %","  4.14 %","   .00 %","  3.47 %","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %"
"2020-07-27","  1.82 %","  2.33 %","  2.46 %","  4.48 %","  1.22 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %","  2.35 %","   .00 %","   .00 %","   .00 %","  1.35 %","   .00 %"
"2020-07-28","  2.86 %"," -2.27 %","  2.78 %","  2.86 %","  2.40 %","","   .00 %","   .00 %","   .00 %"," -1.96 %","   .00 %","  1.69 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","   .73 %","   .00 %"
"2020-07-29","  4.17 %","   .00 %","  2.10 %","  3.47 %","   .00 %","","   .00 %","   .00 %","   .00 %"," -2.00 %","   .00 %","  1.67 %","   .00 %","   .32 %","   .00 %"," 33.33 %","   .00 %","   .79 %","   .00 %"
"2020-07-30","   .67 %","  2.33 %","  2.16 %","  6.04 %","  3.99 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.73 %","   .00 %"," 10.29 %","   .00 %","   .00 %","   .00 %","  2.14 %","   .00 %"
"2020-07-31","   .99 %","   .00 %","  2.62 %","  2.53 %","  4.06 %","","   .00 %","   .00 %","  1.05 %","   .00 %","   .00 %","  3.19 %","   .00 %","  -.29 %","   .00 %","   .00 %","   .00 %","  3.61 %"," 18.18 %"
"2020-08-01","   .98 %","   .00 %","  2.24 %","  4.32 %","  1.30 %","","   .00 %","   .00 %","   .00 %","  2.04 %","   .00 %","  3.61 %","   .00 %","  -.58 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %"
"2020-08-02","  1.62 %","  6.82 %","  2.32 %","  2.96 %","  3.21 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  1.49 %","   .00 %","  3.24 %","   .00 %","   .00 %","   .00 %","  2.06 %","  7.69 %"
"2020-08-03","  1.60 %","  2.13 %","  2.13 %","  3.45 %","  1.24 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","  1.42 %","   .00 %","   .00 %","   .00 %","   .94 %","   .00 %"
"2020-08-04","  1.57 %","  2.08 %","  2.11 %","  1.67 %","  1.02 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.46 %","   .00 %","  1.69 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %"
"2020-08-05","   .62 %","   .00 %","  1.26 %","  3.28 %","  2.43 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.06 %","   .00 %"
"2020-08-06","   .92 %","  2.04 %","  1.36 %","  1.06 %","  1.39 %","","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .93 %","   .00 %","  3.31 %","   .00 %","   .00 %","   .00 %","  1.44 %","   .00 %"
"2020-08-07","   .61 %","   .00 %","  1.75 %","  1.57 %","  2.54 %","","   .00 %","   .00 %","  1.01 %","  2.00 %","   .00 %","   .46 %","   .00 %","  6.95 %","   .00 %","   .00 %","   .00 %","  2.23 %","   .00 %"
"2020-08-08","  2.73 %"," 24.00 %","  1.59 %","  2.58 %","  1.90 %","","   .00 %","   .00 %","  2.00 %","   .00 %"," 25.00 %","  1.83 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","  1.56 %","  7.14 %"
"2020-08-09","  3.83 %"," 11.29 %","  1.52 %","  2.01 %","  1.68 %","","   .00 %"," 50.00 %","  1.96 %","   .00 %","   .00 %","   .90 %","   .00 %","   .74 %","  7.69 %","   .00 %","   .00 %","   .72 %","  6.67 %"
"2020-08-10","   .85 %","   .00 %","  1.41 %","   .99 %","  1.65 %","","   .00 %","   .00 %","   .96 %","   .00 %","   .00 %","  2.68 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .63 %"," -6.25 %"
"2020-08-11","   .56 %","   .00 %","  1.01 %","   .49 %","   .36 %","","   .00 %"," 33.33 %","  -.95 %","   .00 %","   .00 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %"
"2020-08-12","  1.96 %","   .00 %","   .88 %","   .97 %","  1.26 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.23 %","   .00 %"
"2020-08-13","  1.92 %"," 18.84 %","   .97 %","   .48 %","  3.02 %","","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","  4.60 %","   .00 %","  1.96 %","   .00 %","   .00 %","   .00 %","   .93 %","  6.67 %"
"2020-08-14","   .81 %"," -1.22 %","  1.76 %","  2.87 %","  5.87 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.60 %","   .00 %","  1.20 %","   .00 %","   .00 %","   .00 %","  2.60 %","   .00 %"
"2020-08-15","  2.14 %","  1.23 %","  1.52 %","   .00 %","  1.63 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","  1.66 %","   .00 %","   .00 %","   .00 %","   .72 %","   .00 %"
"2020-08-16","  1.57 %","   .00 %","  1.20 %","   .47 %","  2.73 %","","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  1.13 %","   .00 %","  2.57 %","   .00 %","   .00 %","   .00 %","   .49 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","  1.12 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","  1.08 %","   .00 %"
"2020-08-18","   .77 %","  6.10 %","  1.16 %","   .00 %","   .47 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .62 %","  6.25 %"
"2020-08-19","  1.28 %"," -6.90 %","   .51 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .96 %","   .00 %","   .00 %","  1.10 %","  9.09 %","   .23 %"," 13.33 %","   .00 %","   .00 %","  1.67 %","   .00 %"
"2020-08-20","   .00 %","   .00 %","   .81 %","  3.24 %","  4.04 %","","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","  1.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.11 %"," 17.65 %"
"2020-08-21","   .25 %","  1.23 %","  1.32 %","   .90 %","  4.78 %","","   .00 %","   .00 %","   .95 %","   .00 %","   .00 %","  1.07 %","   .00 %","  2.49 %","   .00 %","   .00 %","   .00 %","  1.11 %","   .00 %"
"2020-08-22","  1.01 %","   .00 %","   .88 %","   .44 %","  2.57 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  3.17 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","  1.63 %"," 20.00 %"
"2020-08-23","  1.00 %","   .00 %","   .81 %","   .00 %","  1.25 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %"
"2020-08-24","   .74 %","  2.44 %","   .59 %","  1.33 %","   .41 %","","   .00 %","   .00 %","  2.83 %","  3.70 %","   .00 %","  1.35 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .82 %","  4.17 %"
