"date","Maine/Androscoggin","Maine/Aroostook","Maine/Cumberland","Maine/Franklin","Maine/Hancock","Maine/Kennebec","Maine/Knox","Maine/Lincoln","Maine/Out of ME","Maine/Oxford","Maine/Penobscot","Maine/Piscataquis","Maine/Sagadahoc","Maine/Somerset","Maine/Unassigned","Maine/Waldo","Maine/Washington","Maine/York"
"2020-07-14","   .00 %","   .83 %","   .57 %","   .01 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .90 %","   .33 %","   .00 %","   .02 %","   .00 %"," 12.67 %","   .34 %"," -4.00 %","   .81 %"
"2020-07-15","   .12 %","   .03 %","   .53 %","   .01 %","   .00 %","   .27 %","   .00 %","   .00 %","","  1.77 %","   .49 %"," -4.00 %","   .02 %","   .00 %"," 22.67 %","   .34 %","  1.00 %","   .60 %"
"2020-07-16","   .24 %","   .87 %","   .53 %","  -.48 %","  1.11 %","   .14 %","   .00 %","   .77 %","","  1.77 %","   .65 %"," -4.00 %","  -.57 %","   .00 %","  9.33 %","   .34 %","  1.00 %","   .49 %"
"2020-07-17","   .32 %","  1.67 %","   .65 %","   .01 %","  1.11 %","   .27 %","   .00 %","  2.25 %","","  1.73 %","   .80 %"," -4.00 %","   .00 %","   .65 %"," -9.00 %","   .34 %","  1.00 %","   .55 %"
"2020-07-18","   .28 %","  2.44 %","   .50 %","   .01 %","  1.11 %","   .14 %","   .00 %","  2.25 %","","  1.29 %","  1.11 %"," -4.00 %","   .00 %","   .65 %"," 11.67 %","   .34 %","  1.00 %","   .41 %"
"2020-07-19","   .36 %","  1.60 %","   .55 %","   .96 %","  1.11 %","   .00 %","   .00 %","  2.94 %","","   .88 %","  1.11 %"," -4.00 %","   .00 %","   .65 %"," ##.## %","   .34 %","  9.00 %","   .48 %"
"2020-07-20","   .24 %","  3.14 %","   .60 %","  1.43 %","  1.11 %","   .27 %","   .00 %","  3.61 %","","   .43 %","  1.40 %","   .00 %","   .59 %","  1.27 %"," ##.## %","   .00 %","  4.00 %","   .65 %"
"2020-07-21","   .24 %","  3.74 %","   .54 %","  1.43 %","   .00 %","   .41 %","   .00 %","  2.84 %","","   .43 %","  1.54 %","   .00 %","  1.16 %","  1.27 %"," ##.## %","   .00 %","  4.00 %","   .58 %"
"2020-07-22","   .16 %","  2.94 %","   .41 %","  1.40 %","  2.11 %","   .67 %","   .00 %","  1.36 %","","  -.40 %","  1.07 %","   .00 %","  2.83 %","   .02 %"," 96.90 %","   .00 %","  4.00 %","   .47 %"
"2020-07-23","   .23 %","  3.50 %","   .49 %","  1.40 %","   .20 %","   .94 %","   .00 %","  1.36 %","","  -.40 %","   .76 %"," -5.00 %","  2.31 %","   .02 %"," 90.24 %","   .00 %","  4.00 %","   .47 %"
"2020-07-24","   .62 %","  2.88 %","   .41 %","   .92 %","   .20 %","   .94 %","   .00 %","   .67 %","","   .01 %","   .76 %"," -5.00 %","  2.84 %","   .64 %","-26.43 %","   .00 %"," -3.33 %","   .50 %"
"2020-07-25","   .77 %","  2.14 %","   .46 %","   .45 %","   .20 %","  1.05 %","   .00 %","  1.29 %","","  -.41 %","   .74 %"," -5.00 %","  2.76 %","   .62 %","-34.89 %","   .00 %"," -3.33 %","   .50 %"
"2020-07-26","   .81 %","   .71 %","   .48 %","   .90 %","   .20 %","  1.05 %","   .00 %","  1.29 %","","   .01 %","   .44 %"," -5.00 %","  3.69 %","   .62 %","-34.06 %","   .00 %","  4.67 %","   .66 %"
"2020-07-27","  1.15 %","   .71 %","   .42 %","   .01 %"," -1.90 %","   .77 %","   .00 %","  1.29 %","","   .42 %","   .44 %"," -5.00 %","  2.03 %","  1.23 %","-16.67 %","   .00 %","  4.67 %","   .75 %"
"2020-07-28","  1.10 %","  -.62 %","   .30 %","   .01 %"," -1.05 %","   .64 %","   .00 %","  1.29 %","","   .42 %","   .59 %","   .00 %","  2.54 %","  1.23 %","-16.67 %","   .00 %","  4.67 %","   .85 %"
"2020-07-29","   .68 %","   .00 %","   .39 %","   .01 %","  4.50 %","   .77 %","   .00 %","  1.29 %","","  1.23 %","   .73 %","   .00 %","  2.01 %","   .61 %","-10.00 %","   .67 %","  8.00 %","   .78 %"
"2020-07-30","   .56 %","   .65 %","   .28 %","   .01 %","  7.98 %","   .63 %","   .00 %","   .00 %","","  1.23 %","   .29 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .67 %","  8.00 %","   .86 %"
"2020-07-31","   .52 %","   .65 %","   .28 %","  -.43 %","  7.98 %","   .75 %","   .80 %","   .00 %","","  1.99 %","   .85 %","   .00 %","  1.37 %","   .00 %"," 20.00 %","   .67 %","   .00 %","   .76 %"
"2020-08-01","   .26 %","   .65 %","   .31 %","   .00 %","  7.98 %","   .99 %","   .80 %","   .61 %","","  1.99 %","   .99 %","   .00 %","  3.11 %","   .00 %"," 20.00 %","   .67 %","  2.86 %","   .79 %"
"2020-08-02","   .22 %","   .65 %","   .35 %","   .00 %"," 14.22 %","   .99 %","   .80 %","   .61 %","","  2.36 %","  1.12 %","   .00 %","  3.11 %","   .00 %"," 20.00 %","   .67 %","  5.36 %","   .78 %"
"2020-08-03","   .11 %","   .65 %","   .28 %","   .00 %","  8.66 %","  1.10 %","   .80 %","   .61 %","","  1.55 %","  1.25 %","   .00 %","  3.51 %","   .00 %"," 20.00 %","   .00 %","  5.36 %","   .78 %"
"2020-08-04","   .04 %","   .00 %","   .28 %","   .00 %","  5.19 %","   .85 %","   .80 %","   .61 %","","  1.18 %","  1.25 %","   .00 %","  2.58 %","   .00 %"," 20.00 %","   .00 %"," 12.02 %","   .59 %"
"2020-08-05","   .04 %","   .00 %","   .26 %","   .00 %","  6.36 %","   .61 %","   .77 %","   .02 %","","   .01 %","   .68 %","   .00 %","  3.32 %","   .00 %","   .00 %","   .00 %"," 12.02 %","   .64 %"
"2020-08-06","  -.07 %","   .62 %","   .22 %","   .00 %","  5.81 %","   .24 %","   .77 %","   .02 %","","   .01 %","   .81 %","   .00 %","  1.58 %","  -.59 %","   .00 %","   .00 %","  9.17 %","   .49 %"
"2020-08-07","   .29 %","   .62 %","   .22 %","   .00 %","   .62 %","   .36 %","   .77 %","   .02 %","","  -.73 %","   .54 %","   .00 %","  1.58 %","  -.59 %","   .00 %","   .00 %","  6.67 %","   .39 %"
"2020-08-08","   .37 %","   .62 %","   .23 %","   .00 %","   .62 %","   .12 %","  1.51 %","   .61 %","","  -.73 %","   .27 %","   .00 %","  1.55 %","  -.59 %","   .00 %","   .00 %","  6.67 %","   .36 %"
"2020-08-09","   .54 %","   .62 %","   .26 %","   .00 %","   .62 %","   .12 %","   .80 %","   .61 %","","  -.37 %","   .27 %","  6.67 %","  1.91 %","  -.59 %","   .00 %","   .00 %","  1.67 %","   .39 %"
"2020-08-10","   .58 %","   .62 %","   .22 %","   .00 %","   .02 %","   .35 %","   .03 %","  1.19 %","","   .01 %","   .00 %","  6.67 %","   .73 %","  -.59 %","   .00 %","   .00 %","  1.67 %","   .27 %"
"2020-08-11","   .62 %","   .00 %","   .19 %","   .00 %","   .57 %","   .24 %","   .03 %","   .59 %","","   .38 %","  -.13 %","  6.67 %","   .38 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .27 %"
"2020-08-12","   .36 %","   .00 %","   .21 %","   .00 %","  1.13 %","   .12 %","   .03 %","   .59 %","","   .75 %","   .14 %","  6.67 %","   .74 %","   .00 %","-10.00 %","   .00 %","  1.67 %","   .36 %"
"2020-08-13","   .43 %","   .00 %","   .20 %","   .00 %","  2.75 %","   .12 %","  -.71 %","   .00 %","","   .75 %","   .53 %"," 16.67 %","   .73 %","  1.21 %","-10.00 %","   .00 %","  1.67 %","   .30 %"
"2020-08-14","   .42 %","   .00 %","   .24 %","   .89 %","  2.75 %","   .12 %","   .00 %","   .00 %","","  1.11 %","  1.30 %"," 10.00 %","   .71 %","  1.21 %","-10.00 %","   .00 %","  1.54 %","   .24 %"
"2020-08-15","   .35 %","   .00 %","   .31 %","   .89 %","  2.18 %","  -.12 %","   .00 %","   .00 %","   .00 %","  1.09 %","  2.55 %"," 26.67 %","   .71 %","  1.78 %"," 10.00 %","   .00 %","  1.54 %","   .27 %"
"2020-08-16","   .42 %","   .00 %","   .34 %","   .89 %","  2.18 %","   .12 %","   .74 %","   .00 %","   .00 %","  1.07 %","  3.36 %"," 26.67 %","  1.07 %","  2.34 %"," 10.00 %","   .32 %","  1.54 %","   .41 %"
"2020-08-17","   .42 %","   .00 %","   .31 %","   .89 %","  1.62 %","   .12 %","   .74 %","   .00 %","   .00 %","  1.42 %","  4.55 %"," 28.48 %","   .71 %","  3.96 %"," 10.00 %","   .32 %","  2.97 %","   .38 %"
"2020-08-18","   .38 %","   .00 %","   .38 %","   .89 %","   .00 %","   .12 %","   .74 %","   .00 %","   .00 %","  1.42 %","  4.26 %"," 18.48 %","   .35 %","  2.75 %"," 10.00 %","   .32 %","  2.97 %","   .41 %"
"2020-08-19","   .21 %","   .00 %","   .30 %","   .00 %","  1.00 %","   .12 %","   .74 %","   .00 %","   .00 %","  1.39 %","  4.33 %"," 10.15 %","   .00 %","  3.25 %"," 10.00 %","   .64 %","  1.43 %","   .73 %"
"2020-08-20","   .24 %","  1.21 %","   .24 %","   .00 %","  1.00 %","   .47 %","   .74 %","   .00 %","   .00 %","   .70 %","  3.54 %"," -6.52 %","   .00 %","  3.16 %","-10.00 %","   .64 %","  1.43 %","   .84 %"
"2020-08-21","   .31 %","  2.35 %","   .26 %","   .00 %","  1.95 %","   .46 %","   .00 %","   .00 %","   .00 %","   .35 %","  3.09 %"," -6.52 %","   .00 %","  2.61 %","-10.00 %","   .94 %","  1.43 %","  1.00 %"
"2020-08-22","   .34 %","  2.35 %","   .26 %","   .00 %","  2.41 %","   .80 %","   .00 %","   .00 %","   .00 %","   .01 %","  2.12 %"," -8.33 %","   .34 %","   .99 %","   .00 %","  1.25 %","   .00 %","  1.24 %"
"2020-08-23","   .34 %","  2.35 %","   .16 %","   .43 %","  2.85 %","   .80 %","   .00 %","   .00 %","   .00 %","   .01 %","  2.29 %"," -8.33 %","   .34 %","  2.89 %","   .00 %","  1.84 %","   .00 %","  1.32 %"
"2020-08-24","   .44 %","  2.35 %","   .15 %","   .43 %","  1.85 %","  1.03 %","   .71 %","   .00 %","   .00 %","  -.33 %","  1.93 %","   .00 %","   .34 %","  2.39 %","   .00 %","  1.53 %","   .00 %","  1.22 %"
