"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2021-03-24","   .06 %","   .02 %","   .36 %","   .21 %","   .03 %","   .04 %","   .15 %","   .07 %","   .04 %","   .04 %","   .27 %","   .04 %","   .12 %","   .06 %","   .10 %","   .07 %","   .08 %","   .00 %","   .29 %","","",""
"2021-03-25","   .16 %","   .07 %","   .37 %","   .21 %","   .06 %","","   .15 %","   .10 %","","","   .04 %","   .09 %","   .00 %","","","","   .08 %","   .08 %","   .24 %","","",""
"2021-03-26","   .18 %","   .07 %","   .40 %","   .16 %","","   .04 %","   .13 %","   .03 %","","   .15 %","   .04 %","   .09 %","","   .06 %","   .15 %","","   .04 %","   .04 %","   .37 %","","   .10 %",""
"2021-03-27","   .04 %","   .07 %","   .51 %","   .25 %","   .06 %","   .00 %","   .24 %","   .24 %","","   .04 %","   .11 %","   .05 %","   .08 %","","   .20 %","","   .11 %","   .08 %","   .44 %","","   .03 %",""
"2021-03-28","   .14 %","   .04 %","   .56 %","   .29 %","","   .07 %","   .21 %","   .17 %","","   .11 %","   .49 %","   .21 %","   .08 %","","   .25 %","","","   .04 %","   .46 %","","   .05 %",""
"2021-03-29","   .28 %","   .09 %","   .42 %","   .24 %","   .03 %","   .02 %","   .08 %","","   .62 %","","   .00 %","   .21 %","","   .03 %","   .25 %","   .33 %","   .04 %","   .04 %","   .37 %","","   .08 %",""
"2021-03-30","   .20 %","   .07 %","   .55 %","   .25 %","   .00 %","   .11 %","   .25 %","   .64 %","","   .51 %","   .09 %","   .21 %","   .12 %","   .06 %","   .10 %","","   .04 %","   .08 %","   .55 %","","   .18 %",""
"2021-03-31","   .16 %","   .15 %","   .75 %","   .34 %","","   .18 %","   .19 %","   .37 %","","   .44 %","   .20 %","   .09 %","   .12 %","   .06 %","   .00 %","","   .11 %","   .04 %","   .58 %","","   .23 %",""
"2021-04-01","   .38 %","   .11 %","   .90 %","   .34 %","   .03 %","   .13 %","   .26 %","   .70 %","","  1.79 %","   .18 %","   .18 %","   .12 %","   .11 %","","","   .23 %","   .12 %","   .57 %","","   .10 %",""
"2021-04-02","   .24 %","   .31 %","  1.01 %","  1.14 %","   .19 %","   .20 %","   .26 %","   .46 %","","   .75 %","   .22 %","   .07 %","   .00 %","   .19 %","   .15 %","","   .11 %","   .08 %","   .63 %","","   .03 %",""
"2021-04-03","   .22 %","   .17 %","  1.03 %","   .45 %","   .03 %","   .11 %","   .29 %","   .59 %","","   .32 %","   .22 %","   .25 %","   .04 %","   .11 %","   .05 %","   .07 %","   .30 %","   .12 %","   .75 %","","   .13 %",""
"2021-04-04","   .34 %","   .39 %","   .96 %","   .52 %","   .09 %","   .18 %","   .39 %","   .36 %","","  1.31 %","   .29 %","   .18 %","   .04 %","   .06 %","   .10 %","   .00 %","   .15 %","   .47 %","   .75 %","","   .18 %",""
"2021-04-05","   .18 %","   .24 %","   .53 %","   .24 %","","   .13 %","   .41 %","   .26 %","   .04 %","   .73 %","   .38 %","   .04 %","   .24 %","   .14 %","","  1.90 %","   .07 %","   .12 %","   .50 %","","   .35 %",""
"2021-04-06","   .26 %","   .11 %","   .61 %","   .43 %","   .15 %","   .24 %","   .42 %","   .45 %","   .00 %","   .90 %","   .09 %","   .12 %","   .16 %","   .19 %","","   .39 %","   .19 %","   .27 %","   .79 %","","   .93 %",""
"2021-04-07","   .53 %","   .37 %","   .88 %","   .53 %","   .21 %","   .24 %","   .58 %","   .93 %","   .35 %","   .28 %","   .41 %","   .19 %","   .16 %","   .11 %","   .20 %","  3.97 %","   .41 %","   .35 %","   .84 %","","  1.96 %",""
"2021-04-08","   .43 %","   .39 %","   .82 %","   .30 %","   .12 %","   .15 %","   .61 %","   .64 %","   .15 %","   .62 %","   .55 %","   .14 %","   .12 %","   .25 %","   .10 %","  2.90 %","   .30 %","   .16 %","  1.22 %","","   .85 %",""
"2021-04-09","   .45 %","   .23 %","  1.15 %","   .45 %","   .28 %","   .15 %","   .68 %","   .35 %","   .66 %","   .34 %","   .39 %","   .09 %","   .12 %","   .25 %","   .00 %","  1.98 %","   .33 %","   .31 %","  1.03 %","","   .68 %",""
"2021-04-10","   .62 %","   .11 %","  1.02 %","   .31 %","   .06 %","   .07 %","   .75 %","   .63 %","","   .27 %","   .25 %","   .54 %","   .08 %","   .05 %","   .20 %","  3.41 %","   .41 %","   .12 %","  1.68 %","","   .41 %",""
"2021-04-11","   .48 %","   .26 %","  1.20 %","   .34 %","   .24 %","   .17 %","   .78 %","   .35 %","","   .51 %","   .67 %","   .26 %","   .32 %","   .11 %","   .15 %","  2.73 %","   .41 %","   .54 %","  1.21 %","","   .07 %",""
"2021-04-12","   .48 %","   .04 %","   .57 %","   .38 %","","   .26 %","   .73 %","  1.72 %","","   .34 %","   .38 %","   .52 %","   .00 %","   .03 %","   .05 %","  5.36 %","   .15 %","   .12 %","  1.01 %","","  3.82 %",""
"2021-04-13","   .55 %","   .25 %","  1.04 %","   .52 %","   .06 %","   .33 %","   .77 %","   .80 %","","   .30 %","   .42 %","   .48 %","   .24 %","   .46 %","   .10 %","  3.25 %","   .40 %","   .27 %","  1.39 %","","  6.10 %",""
"2021-04-14","   .55 %","   .49 %","  1.12 %","   .65 %","   .03 %","   .41 %","   .79 %","   .70 %","","   .64 %","   .40 %","   .21 %","   .75 %","   .33 %","   .34 %","  4.32 %","   .69 %","   .42 %","  1.25 %","","   .80 %",""
"2021-04-15","   .57 %","   .15 %","  1.41 %","   .31 %","   .12 %","   .28 %","   .85 %","   .88 %","   .31 %","   .93 %","   .40 %","   .36 %","   .35 %","   .35 %","   .15 %","  4.53 %","   .47 %","   .23 %","  1.33 %","","  1.01 %",""
"2021-04-16","   .56 %","   .25 %","   .91 %","  1.18 %","   .30 %","   .11 %","   .87 %","   .96 %","   .15 %","  1.09 %","   .19 %","   .77 %","   .23 %","   .89 %","   .53 %","  2.00 %","   .83 %","   .04 %","  1.28 %","","   .62 %",""
"2021-04-17","   .49 %","   .36 %","  1.14 %","   .66 %","   .27 %","   .95 %","  1.02 %","  1.40 %","   .19 %","   .68 %","   .29 %","   .51 %","   .35 %","   .75 %","   .19 %","  3.65 %","  1.25 %","   .04 %","   .99 %","","   .47 %",""
"2021-04-18","   .93 %","   .92 %","  1.23 %","   .84 %","   .15 %","   .30 %","  1.15 %","  1.50 %","","  1.52 %","   .39 %","  1.28 %","   .12 %","   .74 %","  1.15 %","  3.88 %","   .71 %","   .49 %","  1.60 %","","   .61 %",""
"2021-04-19","   .88 %","   .29 %","  1.09 %","   .55 %","   .24 %","   .66 %","  1.71 %","  1.10 %","   .15 %","  1.50 %","   .61 %","   .48 %","   .15 %","   .90 %","   .62 %","  4.33 %","  1.16 %","   .15 %","  1.16 %","","  1.70 %",""
"2021-04-20","   .66 %","   .43 %","  1.33 %","  1.40 %","   .39 %","   .34 %","  1.87 %","  1.54 %","   .72 %","  1.10 %","   .10 %","   .95 %","  1.42 %","   .89 %","  1.51 %","  5.82 %","  1.04 %","   .49 %","  1.94 %","","  1.67 %",""
"2021-04-21","  1.11 %","   .29 %","  2.25 %","  1.19 %","   .24 %","   .67 %","  1.69 %","  3.58 %","   .15 %","  3.39 %","  1.10 %","  1.05 %","   .46 %","  1.06 %","   .75 %","  5.11 %","  1.75 %","   .30 %","  1.80 %","","  1.05 %",""
"2021-04-22","  1.89 %","   .27 %","  1.88 %","   .78 %","   .81 %","   .48 %","  1.69 %","   .84 %","   .57 %","  1.05 %","   .90 %","  1.01 %","   .49 %","  1.15 %","  1.80 %","  1.86 %","  1.05 %","  1.05 %","  1.70 %","","  1.36 %",""
"2021-04-23","  1.32 %","   .29 %","  1.10 %","  1.78 %","   .39 %","   .83 %","  1.86 %","   .89 %","   .11 %","  1.82 %","   .97 %","   .89 %","  1.13 %","  1.14 %","  1.00 %","  2.80 %","   .83 %","   .45 %","  1.42 %","","  1.42 %",""
"2021-04-24","  1.72 %","   .29 %","  1.66 %","   .91 %","   .09 %","   .99 %","  1.84 %","  1.52 %","   .22 %","  2.43 %","   .74 %","   .77 %","  1.00 %","  1.20 %","   .81 %","  1.22 %","  1.59 %","   .26 %","  1.65 %","","  1.21 %",""
"2021-04-25","  1.85 %","   .49 %","  1.81 %","  1.52 %","   .41 %","   .72 %","  1.53 %","  1.32 %","   .19 %","  2.23 %","  1.85 %","  1.14 %","  1.36 %","  2.43 %","  2.23 %","  1.69 %","  1.27 %","   .63 %","  2.06 %","","  1.10 %",""
"2021-04-26","  1.56 %","  1.07 %","  1.21 %","  1.45 %","   .97 %","   .87 %","  1.59 %","   .86 %","   .48 %","  3.88 %","  1.29 %","   .41 %","   .80 %","  1.11 %","   .17 %","  4.58 %","   .42 %","   .29 %","  1.71 %","","   .38 %",""
"2021-04-27","  2.36 %","  2.46 %","  1.73 %","  1.87 %","  1.19 %","  1.33 %","  1.62 %","  2.58 %","  1.11 %","  2.42 %","  1.53 %","  1.09 %","  1.40 %","  1.63 %","  1.74 %","  1.95 %","  3.14 %","  1.10 %","  3.03 %","","  1.23 %",""
"2021-04-28","  2.58 %","  1.15 %","  2.12 %","  2.10 %","   .78 %","  1.07 %","  1.63 %","  2.18 %","   .81 %","  3.80 %","  1.22 %","  1.26 %","   .92 %","  2.12 %","  3.04 %","  1.78 %","  1.55 %","  2.13 %","  2.45 %","","  1.14 %",""
"2021-04-29","  3.59 %","   .99 %","  3.63 %","  2.78 %","  1.37 %","  1.12 %","  1.57 %","  1.43 %","   .76 %","  4.58 %","  1.09 %","  2.09 %","  1.13 %","  2.56 %","   .71 %","  1.34 %","  2.36 %","   .39 %","  2.56 %","","  2.37 %",""
"2021-04-30","  3.63 %","   .96 %","  2.58 %","  1.61 %","  1.04 %","  1.50 %","  1.56 %","  2.30 %","   .47 %","  3.99 %","  3.12 %","  1.64 %","  1.46 %","  2.99 %","  3.05 %","  2.34 %","  2.45 %","  3.70 %","  2.28 %","","  2.26 %",""
"2021-05-01","  4.19 %","  1.46 %","  2.46 %","  2.89 %","  1.17 %","  1.80 %","  1.57 %","  2.84 %","   .54 %","  5.14 %","  1.79 %","  1.03 %","  2.20 %","  2.09 %","  2.40 %","  1.57 %","  4.00 %","   .03 %","  2.60 %","","  2.50 %",""
"2021-05-02","  3.12 %","  1.33 %","  2.08 %","  1.88 %","   .69 %","  1.28 %","  1.49 %","  2.76 %","   .72 %","  4.16 %","  1.76 %","  1.44 %","  1.51 %","  3.46 %","  1.33 %","  1.13 %","  3.23 %","  3.67 %","  2.63 %","","  1.81 %",""
"2021-05-03","  1.98 %","  1.57 %","  1.76 %","  1.97 %","   .33 %","   .95 %","  1.76 %","  2.51 %","   .32 %","  3.54 %","   .91 %","  4.24 %","   .99 %","  2.29 %","  1.70 %","  2.85 %","  5.68 %","  1.80 %","  2.58 %","","  1.46 %",""
"2021-05-04","  5.58 %","  1.94 %","  2.63 %","  3.58 %","  2.21 %","   .57 %","  1.77 %","  2.93 %","   .53 %","  3.32 %","  1.35 %","  3.30 %","  2.36 %","  4.14 %","  1.86 %","  1.11 %","  1.29 %","  2.73 %","  2.91 %","","  3.68 %",""
"2021-05-05","  3.23 %","  1.71 %","  3.72 %","  2.48 %","   .75 %","  1.97 %","  1.74 %","  3.36 %","  1.37 %","  4.72 %","  2.05 %","  4.82 %","  2.94 %","  3.39 %","  3.80 %","  1.04 %","  3.15 %","  2.44 %","  2.42 %","","  2.66 %",""
"2021-05-06","  3.86 %","  1.58 %","  2.48 %","  5.29 %","  1.35 %","  2.26 %","  1.77 %","  4.11 %","  1.25 %","  4.13 %","  1.69 %","  2.17 %","  3.85 %","  4.35 %","  3.88 %","  1.82 %","  3.22 %","  5.20 %","  2.25 %","","  1.90 %",""
"2021-05-07","  6.71 %","  1.60 %","  3.40 %","  3.19 %","   .97 %","  2.96 %","  1.80 %","  4.46 %","  1.34 %","  6.26 %","  2.65 %","  1.47 %","  2.84 %","  5.39 %","  2.31 %","  1.43 %","  2.89 %","  3.89 %","  2.20 %","","  4.50 %",""
"2021-05-08","  6.35 %","  1.41 %","  3.11 %","  3.57 %","   .57 %","   .94 %","  1.75 %","  3.19 %","   .78 %","  4.06 %","  1.71 %","  3.98 %","  2.39 %","  4.21 %","  2.13 %","  1.14 %","  1.53 %","  2.46 %","  1.72 %","","  2.67 %",""
"2021-05-09","  4.32 %","  1.42 %","  2.92 %","  3.95 %","   .77 %","  2.28 %","  1.79 %","  4.61 %","  1.08 %","  4.62 %","  3.55 %","  1.86 %","  2.10 %","  3.45 %","  2.31 %","  3.37 %","  3.15 %","  5.11 %","  1.82 %","","  2.57 %",""
"2021-05-10","  1.34 %","  1.07 %","  1.02 %","  2.56 %","   .87 %","  1.25 %","  1.76 %","  2.56 %","   .37 %","  3.99 %","  2.31 %","  1.56 %","  1.59 %","  2.69 %","  1.62 %","  1.94 %","  3.50 %","  1.56 %","  1.36 %","","  1.92 %",""
"2021-05-11","  1.95 %","  1.39 %","  2.23 %","  2.35 %","  2.05 %","   .85 %","  1.58 %","  4.28 %","  1.72 %","  4.07 %","  2.07 %","  3.21 %","  2.38 %","  3.20 %","  2.13 %","  2.61 %","  2.16 %","  1.48 %","  1.62 %","","  2.14 %",""
"2021-05-12","  2.25 %","  1.74 %","  2.28 %","  1.85 %","  4.71 %","  2.24 %","  1.60 %","  3.16 %","  2.70 %","  2.91 %","   .96 %","  3.61 %","  2.30 %","  3.43 %","  2.43 %","   .59 %","  2.20 %","  4.08 %","  1.63 %","","  2.01 %",""
"2021-05-13","  2.87 %","  1.87 %","  1.35 %","  2.01 %","  1.94 %","  1.45 %","  1.59 %","  2.49 %","  2.54 %","  2.33 %","  2.18 %","  2.79 %","  2.46 %","  3.27 %","  1.31 %","  1.84 %","  2.19 %","  1.69 %","  1.62 %","","  3.72 %",""
"2021-05-14","   .89 %","  1.55 %","   .72 %","  2.11 %","   .93 %","  1.53 %","  1.34 %","  3.05 %","  1.48 %","   .99 %","  1.61 %","  1.73 %","  1.56 %","  1.93 %","  1.56 %","  1.59 %","  3.09 %","   .74 %","   .69 %","","  2.81 %",""
"2021-05-15","  1.71 %","  2.25 %","   .75 %","  1.76 %","  1.06 %","  1.23 %","  1.53 %","  2.06 %","  1.04 %","  2.19 %","  1.24 %","  3.97 %","  2.56 %","  3.43 %","  3.19 %","  2.90 %","  2.82 %","  1.87 %","   .73 %","","  2.02 %",""
"2021-05-16","  1.78 %","  1.33 %","  1.45 %","  2.11 %","  1.75 %","  2.30 %","  1.52 %","  2.74 %","  1.24 %","  3.05 %","  1.65 %","  1.73 %","  2.60 %","  3.14 %","  1.86 %","   .37 %","  2.74 %","  1.28 %","  1.50 %","","  2.33 %",""
"2021-05-17","  2.01 %","  2.02 %","   .67 %","  2.43 %","  2.01 %","  1.21 %","  1.47 %","  1.65 %","   .80 %","  2.13 %","  1.36 %","  1.40 %","  1.34 %","  1.36 %","  1.21 %","  1.17 %","  1.64 %","  1.31 %","   .88 %","","  2.70 %",""
"2021-05-18","  1.35 %","  1.94 %","  1.10 %","  2.86 %","  1.29 %","  1.70 %","  1.23 %","  2.58 %","  1.45 %","  2.41 %","  1.30 %","  1.21 %","  2.90 %","  1.79 %","  5.22 %","  1.36 %","  1.94 %","  2.35 %","  1.17 %","","  3.14 %",""
"2021-05-19","  2.65 %","  1.60 %","  2.06 %","  2.52 %","  1.39 %","  1.70 %","  1.15 %","  2.17 %","   .73 %","  1.85 %","  2.03 %","  1.60 %","  2.43 %","  1.77 %","  1.79 %","  1.19 %","  1.99 %","  1.88 %","  1.17 %","","  1.72 %",""
"2021-05-20","  2.11 %","  3.00 %","  1.82 %","  2.35 %","  1.69 %","  1.66 %","  1.15 %","  2.34 %","  1.59 %","  2.51 %","  2.16 %","  1.73 %","  1.25 %","  1.93 %","  3.21 %","  1.68 %","  2.04 %","  1.41 %","  1.16 %","","  1.98 %",""
"2021-05-21","  2.46 %","  1.42 %","  1.71 %","  2.01 %","  1.22 %","  1.74 %","   .91 %","  1.71 %","   .85 %","  1.44 %","  2.09 %","  2.03 %","  1.06 %","  1.86 %","  5.05 %","  2.09 %","  2.78 %","  1.33 %","  1.02 %","","  1.73 %",""
"2021-05-22","  1.77 %","  1.50 %","  1.25 %","  1.56 %","   .89 %","  1.81 %","  1.11 %","  1.78 %","   .42 %","  2.82 %","  2.03 %","  1.56 %","  1.29 %","  1.40 %","  3.06 %","   .58 %","  1.36 %","  1.10 %","   .86 %","","  1.59 %",""
"2021-05-23","  1.17 %","  1.46 %","  1.24 %","  2.26 %","  1.54 %","  1.71 %","  1.00 %","  1.24 %","   .82 %","  1.81 %","  2.61 %","  1.40 %","  1.60 %","  1.12 %","  1.65 %","  1.30 %","  1.52 %","  1.32 %","   .85 %","","   .80 %",""
"2021-05-24","   .82 %","  1.00 %","   .53 %","  1.22 %","   .87 %","  1.20 %","   .97 %","   .61 %","  1.31 %","  1.89 %","  1.96 %","   .66 %","   .57 %","   .76 %","  1.07 %","  1.01 %","   .50 %","   .54 %","   .51 %","","   .57 %",""
"2021-05-25","  1.70 %","  1.09 %","  1.12 %","  1.45 %","  1.25 %","  1.27 %","   .96 %","  1.46 %","   .74 %","  1.20 %","   .86 %","  1.45 %","  1.22 %","  1.13 %","  2.48 %","  1.00 %","  1.35 %","  1.48 %","   .80 %","","  1.05 %",""
"2021-05-26","  1.59 %","  1.13 %","  1.31 %","  1.06 %","  1.81 %","  2.82 %","   .96 %","  1.01 %","   .96 %","  1.27 %","  1.43 %","  1.23 %","  1.38 %","  1.42 %","  2.18 %","   .33 %","   .73 %","  1.27 %","   .80 %","","   .85 %",""
"2021-05-27","  1.51 %","   .98 %","  1.30 %","  1.04 %","  1.72 %","  1.20 %","   .82 %","   .61 %","   .60 %","  1.56 %","  2.00 %","  1.64 %","   .97 %","  1.06 %","  1.68 %","  2.09 %","   .55 %","   .70 %","   .61 %","","   .64 %",""
"2021-05-28","  1.51 %","   .71 %","  1.00 %","  1.17 %","  1.57 %","  2.08 %","   .68 %","   .95 %","   .81 %","   .99 %","  2.06 %","  1.47 %","  1.88 %","  1.18 %","  1.63 %","  1.60 %","  1.11 %","  1.03 %","   .61 %","","   .71 %",""
"2021-05-29","  1.32 %","   .85 %","   .79 %","   .88 %","  1.02 %","   .63 %","   .73 %","   .56 %","   .85 %","   .95 %","  1.79 %","  1.15 %","  1.40 %","   .65 %","  1.38 %","   .77 %","   .36 %","   .67 %","   .56 %","","   .60 %",""
"2021-05-30","  1.09 %","   .82 %","   .79 %","   .88 %","  1.44 %","  2.29 %","   .71 %","   .38 %","   .42 %","   .99 %","   .67 %","  1.12 %","  1.36 %","   .99 %","  1.36 %","   .82 %","   .39 %","   .49 %","   .56 %","","   .64 %",""
"2021-05-31","   .62 %","   .43 %","   .49 %","   .62 %","  1.18 %","   .54 %","   .58 %","   .15 %","   .37 %","   .67 %","  1.56 %","   .61 %","   .56 %","   .43 %","   .73 %","   .39 %","   .09 %","   .62 %","   .40 %","","   .25 %",""
"2021-06-01","   .59 %","   .63 %","   .77 %","   .92 %","  1.33 %","   .72 %","   .45 %","   .59 %","   .63 %","   .67 %","  1.20 %","  1.46 %","  1.16 %","   .68 %","   .79 %","   .15 %","   .69 %","   .50 %","   .48 %","","   .51 %",""
"2021-06-02","   .71 %","   .75 %","   .48 %","   .69 %","   .93 %","   .62 %","   .35 %","   .29 %","   .86 %","   .82 %","   .76 %","  1.23 %","  1.19 %","   .79 %","   .98 %","   .43 %","   .62 %","   .52 %","   .50 %","","   .56 %",""
"2021-06-03","   .69 %","   .62 %","   .70 %","   .97 %","  1.19 %","   .78 %","   .31 %","   .54 %","   .65 %","   .76 %","  1.05 %","  1.10 %","  1.04 %","   .97 %","  1.11 %","   .35 %","   .23 %","   .23 %","   .51 %","","   .26 %",""
"2021-06-04","   .49 %","   .57 %","   .83 %","   .63 %","   .84 %","   .42 %","   .34 %","   .26 %","   .80 %","   .88 %","   .91 %","  1.05 %","  1.78 %","   .76 %","  1.47 %","   .23 %","   .38 %","   .42 %","   .47 %","","   .51 %",""
"2021-06-05","   .64 %","   .51 %","   .65 %","   .67 %","   .89 %","   .62 %","   .22 %","   .45 %","   .71 %","   .58 %","  1.02 %","   .80 %","  1.08 %","   .83 %","   .64 %","   .34 %","   .17 %","   .27 %","   .34 %","","   .27 %",""
"2021-06-06","   .58 %","   .47 %","   .63 %","   .71 %","   .81 %","   .51 %","   .14 %","   .24 %","   .25 %","  1.37 %","   .83 %","   .92 %","  1.27 %","   .47 %","   .52 %","   .34 %","   .24 %","   .38 %","   .41 %","","   .12 %",""
"2021-06-07","   .44 %","   .41 %","   .20 %","   .50 %","   .62 %","   .47 %","   .20 %","   .08 %","   .43 %","   .27 %","   .86 %","   .70 %","   .22 %","   .30 %","   .42 %","   .25 %","   .27 %","   .15 %","   .25 %","","   .33 %",""
