"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-07-30","   .00 %","   .00 %","   .19 %","","","   .00 %","   .22 %","   .34 %","   .26 %","   .16 %","   .16 %","","   .06 %","   .14 %","   .15 %","   .00 %","   .16 %"
"2020-07-31","   .13 %","   .44 %","   .19 %","","","   .00 %","   .17 %","   .34 %","   .26 %","   .16 %","   .21 %","","   .14 %","   .17 %","   .13 %","   .00 %","   .20 %"
"2020-08-01","   .13 %","   .44 %","   .19 %","","","   .00 %","   .22 %","   .34 %","   .26 %","   .00 %","   .24 %","","   .18 %","   .17 %","   .17 %","   .00 %","   .22 %"
"2020-08-02","   .26 %","   .44 %","   .13 %","","","   .00 %","   .22 %","   .34 %","   .26 %","   .00 %","   .24 %","","   .22 %","   .17 %","   .11 %","   .00 %","   .20 %"
"2020-08-03","   .26 %","   .44 %","   .13 %","","","   .00 %","   .17 %","   .00 %","   .20 %","   .00 %","   .17 %","","   .18 %","   .17 %","   .09 %","   .00 %","   .14 %"
"2020-08-04","   .26 %","   .44 %","   .13 %","","","   .00 %","   .19 %","   .00 %","   .20 %","   .00 %","   .18 %","","   .24 %","   .20 %","   .15 %","   .00 %","   .14 %"
"2020-08-05","   .13 %","   .00 %","   .10 %","","","   .00 %","   .15 %","   .33 %","   .09 %","   .00 %","   .11 %","","   .14 %","   .11 %","   .15 %","   .00 %","   .06 %"
"2020-08-06","   .13 %","   .00 %","   .19 %","","","   .00 %","   .14 %","   .33 %","   .09 %","   .16 %","   .15 %","","   .16 %","   .17 %","   .17 %","   .00 %","   .14 %"
"2020-08-07","   .00 %","   .00 %","   .22 %","","","   .00 %","   .13 %","   .33 %","   .14 %","   .31 %","   .14 %","","   .16 %","   .17 %","   .24 %","   .00 %","   .14 %"
"2020-08-08","   .13 %","   .00 %","   .19 %","","","   .00 %","   .12 %","   .33 %","   .14 %","   .31 %","   .14 %","","   .18 %","   .20 %","   .26 %","   .00 %","   .14 %"
"2020-08-09","   .13 %","   .00 %","   .25 %","","","   .00 %","   .12 %","   .33 %","   .23 %","   .31 %","   .14 %","","   .12 %","   .20 %","   .23 %","   .00 %","   .24 %"
"2020-08-10","   .13 %","   .00 %","   .29 %","","","   .00 %","   .13 %","   .00 %","   .23 %","   .31 %","   .16 %","","   .12 %","   .22 %","   .21 %","   .00 %","   .26 %"
"2020-08-11","   .13 %","   .00 %","   .25 %","","","   .00 %","   .07 %","   .00 %","   .26 %","   .31 %","   .08 %","","   .06 %","   .17 %","   .19 %","   .00 %","   .18 %"
"2020-08-12","   .13 %","   .00 %","   .16 %","","","   .00 %","   .05 %","   .00 %","   .17 %","   .16 %","   .07 %","","   .02 %","   .14 %","   .09 %"," 60.00 %","   .16 %"
"2020-08-13","   .00 %","   .00 %","   .16 %","","","   .00 %","   .03 %","   .00 %","   .14 %","   .16 %","   .04 %","","   .00 %","   .08 %","   .06 %"," 77.50 %","   .14 %"
"2020-08-14","   .00 %","   .00 %","   .09 %","","","   .00 %","   .02 %","   .00 %","   .06 %","   .16 %","   .03 %","","   .00 %","   .06 %","   .04 %"," 86.39 %","   .04 %"
"2020-08-15","   .00 %","   .00 %","   .06 %","","","   .00 %","   .00 %","   .00 %","   .06 %","   .16 %","   .01 %","","   .00 %","   .03 %","   .04 %"," 91.31 %","   .02 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 94.27 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 35.14 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 18.87 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 15.42 %","   .00 %"
"2020-08-20","   .76 %","   .00 %","   .25 %","","","   .00 %","   .22 %","   .00 %","   .65 %","   .15 %","   .30 %","","   .14 %","   .22 %","   .28 %"," -8.74 %","   .54 %"
"2020-08-21","   .76 %","   .00 %","   .38 %","","","   .00 %","   .27 %","   .00 %","   .65 %","   .46 %","   .32 %","","   .14 %","   .25 %","   .30 %","-11.70 %","   .54 %"
"2020-08-22","   .76 %","   .00 %","   .41 %","","","   .00 %","   .35 %","   .00 %","   .70 %","   .46 %","   .37 %","","   .14 %","   .36 %","   .32 %","-12.56 %","   .57 %"
"2020-08-23","   .76 %","   .00 %","   .41 %","","","   .00 %","   .35 %","   .00 %","   .70 %","   .46 %","   .37 %","","   .14 %","   .36 %","   .32 %","-13.80 %","   .57 %"
"2020-08-24","   .76 %","   .00 %","   .41 %","","","   .00 %","   .43 %","   .00 %","   .79 %","   .61 %","   .47 %","","   .16 %","   .39 %","   .35 %","-19.24 %","   .67 %"
