"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-11-17","  1.69 %","   .63 %","","  2.88 %","   .67 %","  1.29 %","  1.19 %","  1.01 %","  1.74 %","","   .45 %","","   .72 %","","   .65 %","  1.26 %","  1.12 %","   .62 %","   .87 %",""
"2020-11-18","  1.44 %","   .43 %","","  2.66 %","   .63 %","  1.24 %","   .97 %","   .91 %","  1.42 %","","   .41 %","","","","   .65 %","  1.02 %","  1.02 %","   .63 %","   .45 %",""
"2020-11-19","  1.38 %","   .41 %","","","   .67 %","  1.01 %","  1.23 %","   .91 %","  1.73 %","","   .33 %","","","","","   .76 %","","   .62 %","   .49 %",""
"2020-11-20","  1.50 %","   .28 %","","","   .77 %","   .73 %","  1.40 %","   .90 %","  2.00 %","","   .33 %","","","","","   .69 %","","   .58 %","   .62 %",""
"2020-11-22","  1.62 %","   .72 %","","  1.72 %","  1.35 %","   .83 %","  1.56 %","","  1.39 %","","   .37 %","","","","   .54 %","   .77 %","  1.19 %","   .87 %","   .58 %",""
"2020-11-23","  1.49 %","   .69 %","","  1.71 %","  1.10 %","  1.18 %","  1.61 %","","  1.52 %","","   .44 %","","","","   .59 %","   .72 %","","  1.19 %","   .66 %",""
"2020-11-26","  1.59 %","","","  1.19 %","  1.06 %","  1.31 %","  1.71 %","  1.16 %","  1.01 %","","   .40 %","","","","   .63 %","   .60 %","  1.08 %","  1.22 %","   .66 %",""
"2020-11-27","  1.36 %","   .70 %","","","  1.11 %","  1.53 %","  1.49 %","","   .72 %","","","","   .72 %","","","   .60 %","","  1.40 %","   .65 %",""
"2020-11-28","  1.24 %","   .73 %","","   .75 %","  1.77 %","  1.61 %","  1.27 %","   .88 %","   .91 %","","   .40 %","","   .64 %","","   .63 %","   .62 %","  1.07 %","  1.41 %","   .52 %",""
"2020-11-29","  1.12 %","   .73 %","","","  1.43 %","  1.40 %","  1.08 %","  1.13 %","   .84 %","","   .51 %","","   .92 %","  2.39 %","   .67 %","   .50 %","","  1.10 %","   .56 %",""
"2020-11-30","  1.22 %","","","   .40 %","  1.43 %","  1.08 %","  1.00 %","  1.04 %","  1.13 %","","","","","","","   .44 %","","   .80 %","   .47 %",""
"2020-12-01","  1.41 %","   .43 %","","   .40 %","  1.44 %","  1.06 %","   .97 %","  1.03 %","  1.19 %","","   .51 %","","","","   .62 %","   .42 %","","   .75 %","   .64 %",""
"2020-12-26","  1.19 %","","","","  1.27 %","   .77 %","   .78 %","","  1.16 %","","","","","","   .52 %","","","   .43 %","",""
"2020-12-27","   .93 %","   .42 %","","","   .49 %","   .62 %","   .61 %","","  1.00 %","","","","   .84 %","","   .47 %","   .35 %","   .89 %","   .29 %","",""
"2020-12-28","   .74 %","   .40 %","","","   .16 %","   .60 %","   .42 %","","  1.00 %","","","","","","","","","","",""
"2020-12-29","   .59 %","   .38 %","","","   .11 %","   .46 %","   .32 %","","   .54 %","","   .36 %","","","","","   .31 %","","   .23 %","",""
"2020-12-30","   .18 %","","","","   .11 %","   .32 %","   .18 %","   .76 %","   .48 %","","","","","","   .33 %","   .24 %","   .97 %","   .14 %","",""
"2020-12-31","   .36 %","   .39 %","","","","   .31 %","   .20 %","","","","","","","","   .28 %","   .22 %","","   .08 %","",""
"2021-01-01","   .30 %","","","","","   .27 %","   .18 %","   .76 %","","","","","","","","","","   .11 %","   .51 %",""
"2021-01-02","   .32 %","","","","   .14 %","   .21 %","   .20 %","","   .44 %","","","","","","","   .31 %","","   .14 %","",""
"2021-01-03","   .40 %","   .06 %","","","   .13 %","   .14 %","   .22 %","","   .09 %","","   .32 %","","","","","   .34 %","","   .17 %","",""
"2021-01-04","   .42 %","","","","   .13 %","   .16 %","   .20 %","","   .68 %","","   .29 %","","","","   .28 %","","","   .18 %","",""
"2021-01-05","   .32 %","   .06 %","","","","   .35 %","","","   .77 %","","","","   .77 %","","   .42 %","   .50 %","   .87 %","   .19 %","",""
"2021-01-06","   .31 %","   .06 %","","","   .26 %","   .41 %","   .23 %","","","","","","","","","   .48 %","   .77 %","   .16 %","",""
"2021-01-07","   .29 %","   .07 %","","   .47 %","   .24 %","   .42 %","   .28 %","","","","","","   .76 %","","","","","","   .51 %",""
"2021-01-08","","","","","","   .43 %","   .35 %","","","","","","   .76 %","","","   .46 %","   .77 %","   .15 %","",""
"2021-01-09","   .20 %","","","   .40 %","   .29 %","   .42 %","   .41 %","","   .77 %","","","","   .48 %","","","","","   .13 %","",""
"2021-01-10","   .20 %","   .07 %","","","   .30 %","   .20 %","   .39 %","","","","","","","","","","","","",""
"2021-01-11","   .12 %","   .12 %","","","","   .16 %","   .31 %","","   .89 %","","","","","","","   .44 %","","   .10 %","   .42 %",""
"2021-01-13","","   .13 %","","   .40 %","   .49 %","   .14 %","   .27 %","","   .92 %","  1.28 %","","","   .47 %","","   .46 %","","   .76 %","   .12 %","",""
"2021-01-14","","","","","   .39 %","   .15 %","   .18 %","","","","","","","","   .46 %","   .41 %","","","",""
"2021-01-15","","","","","   .47 %","   .12 %","   .08 %","","   .42 %","","","","   .47 %","","   .46 %","   .21 %","","","",""
"2021-01-16","","","","   .40 %","","   .11 %","   .09 %","","","","   .21 %","","","","","   .25 %","","   .22 %","",""
"2021-01-17","   .12 %","   .16 %","","","   .50 %","","   .09 %","","","","","","","","","   .23 %","","   .20 %","",""
"2021-01-18","   .17 %","","","","","   .09 %","   .07 %","","","","","","","","","","","   .19 %","",""
"2021-01-19","","   .14 %","","   .85 %","   .48 %","   .07 %","   .10 %","","","","","","","","   .46 %","","","   .20 %","",""
"2021-01-20","","","","   .78 %","   .37 %","   .05 %","   .10 %","","   .36 %","","   .28 %","","","","","","","","",""
"2021-01-21","   .17 %","","","   .78 %","   .39 %","   .03 %","   .11 %","","","","","","","","   .27 %","","","   .17 %","",""
"2021-01-22","   .15 %","","","   .78 %","   .32 %","   .03 %","   .11 %","","","","   .32 %","","","","","","","   .09 %","   .38 %",""
"2021-01-23","","   .13 %","","   .78 %","   .25 %","   .03 %","   .12 %","","","","","","","","","   .16 %","","","",""
"2021-01-24","","   .09 %","","","   .31 %","   .03 %","   .07 %","","   .36 %","","","","","","   .23 %","   .19 %","","   .09 %","",""
"2021-01-25","","","","   .32 %","","   .04 %","   .07 %","","   .27 %","","","","","","","   .19 %","","","",""
"2021-01-26","   .15 %","","","   .32 %","","   .05 %","   .05 %","","","","","","","","","","","","",""
"2021-01-27","   .14 %","","","","","   .05 %","   .04 %","","","","","","","","","","","   .09 %","",""
"2021-01-28","   .10 %","","","","   .24 %","   .05 %","   .02 %","","   .24 %","","","","","","","   .24 %","","","",""
"2021-01-29","   .12 %","","","   .31 %","   .18 %","   .06 %","   .03 %","","   .15 %","","","","","","","   .24 %","   .68 %","   .08 %","",""
"2021-01-30","","   .09 %","","   .31 %","   .17 %","   .05 %","   .03 %","","   .23 %","","   .32 %","","","","","","","   .08 %","",""
"2021-01-31","   .13 %","","","","   .21 %","","   .04 %","","   .23 %","","","","","","   .27 %","","","   .06 %","",""
"2021-02-01","","","","","","   .04 %","   .04 %","","","","","","","","   .27 %","","","   .05 %","",""
"2021-02-02","   .13 %","","","","","   .05 %","   .04 %","","","","","","","","","","","","",""
"2021-02-03","   .15 %","","","   .31 %","   .17 %","   .04 %","   .03 %","","","","","","","","","","","   .06 %","",""
"2021-02-04","   .13 %","","","","   .21 %","   .03 %","   .02 %","","   .23 %","","","","","","   .27 %","","","   .08 %","",""
"2021-02-05","","   .06 %","","   .31 %","   .24 %","","","","   .29 %","","","","","","","   .24 %","","","",""
"2021-02-06","   .11 %","","","   .31 %","","","   .02 %","","","","","","","","","","","   .09 %","",""
"2021-02-07","","   .08 %","","","   .29 %","   .03 %","","","","","","","","","   .27 %","","","","",""
"2021-02-08","","","","","","   .03 %","","","   .29 %","","","","","","   .27 %","   .21 %","","","",""
"2021-02-09","","   .07 %","","","","   .02 %","   .02 %","","   .20 %","","","","","","   .27 %","","","   .09 %","",""
"2021-02-10","","","","   .49 %","   .21 %","   .02 %","   .02 %","","   .20 %","","","","","","","   .19 %","   .59 %","   .09 %","",""
"2021-02-11","","","","","   .21 %","","   .02 %","","","","","","","","","","","   .09 %","",""
"2021-02-12","","   .06 %","","   .49 %","","   .03 %","   .03 %","","   .20 %","","","","","","","   .10 %","   .41 %","","",""
"2021-02-13","","","","","   .15 %","   .08 %","   .03 %","","","","   .35 %","","","","","","","","",""
"2021-02-14","   .10 %","","","","","   .08 %","   .03 %","","   .37 %","","","","","","","","","","",""
"2021-02-15","   .10 %","","","   .49 %","","   .08 %","   .04 %","","   .37 %","","","","","","","","","","",""
"2021-02-16","   .10 %","","","","   .16 %","","   .04 %","","   .37 %","","","","","","   .27 %","","","","",""
"2021-02-17","","   .05 %","","","   .12 %","   .09 %","   .03 %","","","","","","","","","   .10 %","","   .09 %","",""
"2021-02-18","","","","","","   .09 %","   .03 %","","","","","","","","","","","","",""
"2021-02-19","","","","","   .13 %","","   .03 %","","","","","","","","","","","   .08 %","   .17 %",""
