"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-07-28","  1.18 %","   .31 %","   .28 %","","","  4.21 %","   .25 %","   .51 %","   .23 %","   .00 %","   .13 %","","   .21 %","   .20 %","   .22 %","  -.30 %","   .20 %"
"2020-07-29","   .76 %","   .15 %","   .62 %","",""," -1.01 %","   .50 %","  -.25 %","   .37 %","   .64 %","   .42 %","","   .69 %","   .28 %","   .33 %","  2.14 %","   .29 %"
"2020-07-30","   .64 %","   .00 %","   .47 %","","","   .00 %","   .29 %","   .25 %","   .38 %","   .45 %","   .32 %","","   .56 %","   .17 %","   .39 %","   .30 %","   .30 %"
"2020-07-31","   .17 %","   .77 %","   .49 %","","","   .00 %","   .37 %","  1.01 %","   .31 %","  1.72 %","   .35 %","","   .75 %","   .31 %","   .52 %"," -8.36 %","   .60 %"
"2020-08-01","   .57 %","   .15 %","   .17 %","","","   .00 %","   .42 %","   .50 %","   .39 %","   .53 %","   .37 %","","   .67 %","   .23 %","   .27 %"," -1.30 %","   .41 %"
"2020-08-02","   .11 %","   .46 %","   .40 %","","","   .00 %","   .47 %","   .25 %","   .46 %","   .35 %","   .36 %","","   .37 %","   .09 %","   .36 %","   .99 %","   .29 %"
"2020-08-03","   .40 %","   .00 %","   .32 %","","","   .00 %","   .21 %","   .00 %","   .13 %","   .26 %","   .15 %","","   .17 %","   .12 %","   .11 %","  -.98 %","   .20 %"
"2020-08-04","   .34 %","   .61 %","   .78 %","","","  1.02 %","   .41 %","   .25 %","   .29 %","   .53 %","   .37 %","","   .83 %","   .41 %","   .48 %","  4.95 %","   .20 %"
"2020-08-05","   .45 %","   .45 %","   .34 %","","","  1.01 %","   .44 %","   .25 %","   .25 %","   .44 %","   .32 %","","   .39 %","   .24 %","   .46 %","  7.55 %","   .21 %"
"2020-08-06","   .28 %","   .30 %","   .18 %","","","   .00 %","   .26 %","   .49 %","   .31 %","   .70 %","   .18 %","","   .26 %","   .09 %","   .24 %"," -9.94 %","   .21 %"
"2020-08-07","   .62 %","   .15 %","   .25 %","","","  2.00 %","   .47 %","   .24 %","   .20 %","   .35 %","   .37 %","","   .37 %","   .21 %","   .40 %","  1.95 %","   .22 %"
"2020-08-08","   .22 %","   .00 %","   .31 %","","","   .00 %","   .51 %","   .24 %","   .34 %","   .69 %","   .35 %","","   .45 %","   .15 %","   .28 %","   .64 %","   .35 %"
"2020-08-09","   .11 %","   .15 %","   .33 %","","","   .98 %","   .32 %","   .00 %","   .24 %","   .34 %","   .28 %","","   .12 %","   .21 %","   .33 %","  2.85 %","   .21 %"
"2020-08-10","   .11 %","   .00 %","   .17 %","","","   .00 %","   .21 %","   .00 %","   .25 %","   .43 %","   .19 %","","   .24 %","   .14 %","   .37 %","  1.23 %","   .18 %"
"2020-08-11","   .06 %","  -.15 %","   .39 %","","","   .00 %","   .26 %","   .00 %","   .24 %","   .42 %","   .36 %","","   .40 %","   .32 %","   .40 %","  -.91 %","   .23 %"
"2020-08-12","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 89.88 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 68.34 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 29.27 %","   .00 %"
"2020-08-15","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 34.97 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.21 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  9.02 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 13.12 %","   .00 %"
"2020-08-20","-12.26 %"," -5.10 %"," -5.62 %","","","-17.48 %"," -2.47 %"," -8.27 %"," -1.73 %"," -6.25 %"," -7.41 %","","-12.83 %"," -4.30 %"," -2.53 %"," ##.## %"," -4.06 %"
"2020-08-21","   .13 %","   .16 %","   .41 %","","","   .00 %","   .36 %","   .80 %","   .16 %","   .54 %","   .30 %","","   .31 %","   .26 %","   .55 %","   .72 %","   .39 %"
"2020-08-22","  -.06 %","  -.16 %","   .04 %","","","  1.18 %","   .14 %","   .00 %","   .05 %","   .00 %","   .11 %","","   .02 %","   .03 %","   .06 %","   .56 %","   .11 %"
"2020-08-23","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-24","   .13 %","  1.26 %","   .39 %","","","  1.16 %","   .46 %","   .26 %","   .23 %","  1.25 %","   .41 %","","   .43 %","   .45 %","   .92 %","   .92 %","   .26 %"
