"date","New York/Albany","New York/Allegany","New York/Bronx","New York/Broome","New York/Cattaraugus","New York/Cayuga","New York/Chautauqua","New York/Chemung","New York/Chenango","New York/Clinton","New York/Columbia","New York/Cortland","New York/Delaware","New York/Dutchess","New York/Erie","New York/Essex","New York/Franklin","New York/Fulton","New York/Genesee","New York/Greene","New York/Hamilton","New York/Herkimer","New York/Jefferson","New York/Kings","New York/Lewis","New York/Livingston","New York/Madison","New York/Monroe","New York/Montgomery","New York/Nassau","New York/New York","New York/New York City","New York/Niagara","New York/Oneida","New York/Onondaga","New York/Ontario","New York/Orange","New York/Orleans","New York/Oswego","New York/Otsego","New York/Out of NY","New York/Putnam","New York/Queens","New York/Rensselaer","New York/Richmond","New York/Rockland","New York/Saratoga","New York/Schenectady","New York/Schoharie","New York/Schuyler","New York/Seneca","New York/St. Lawrence","New York/Steuben","New York/Suffolk","New York/Sullivan","New York/Tioga","New York/Tompkins","New York/Ulster","New York/Unassigned","New York/Warren","New York/Washington","New York/Wayne","New York/Westchester","New York/Wyoming","New York/Yates"
"2020-06-24","120","0","","58","6","2","4","2","5","4","37","0","4","151","632","0","0","24","5","18","0","3","0","","0","8","17","259","4","2180","","22365","88","87","182","9","473","51","3","5","","62","","28","","667","14","37","0","0","0","2","41","1972","45","24","0","85","0","30","14","3","1416","5","6"
"2020-06-25","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2180","","22384","88","90","184","9","478","51","3","5","","62","","28","","667","14","37","0","0","0","2","41","1974","45","24","0","85","0","30","14","3","1416","5","6"
"2020-06-26","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2181","","22421","88","90","184","9","478","51","3","5","","62","","28","","667","14","37","0","0","0","2","41","1975","45","24","0","85","0","30","14","3","1418","5","6"
"2020-06-27","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2182","","22441","88","90","184","9","478","51","3","5","","63","","28","","667","14","37","0","0","0","2","41","1978","45","24","0","85","0","30","14","3","1419","5","6"
"2020-06-28","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2182","","22470","88","90","184","9","478","51","3","5","","63","","28","","667","14","37","0","0","0","2","41","1978","45","24","0","85","0","30","14","3","1419","5","6"
"2020-06-29","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2182","","22470","88","90","184","9","478","51","3","5","","63","","28","","667","14","37","0","0","0","2","41","1979","45","24","0","85","0","30","14","3","1424","5","6"
"2020-06-30","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2182","","23096","88","90","184","9","478","51","3","5","","63","","28","","667","14","37","0","0","0","2","41","1981","45","24","0","85","0","30","14","3","1425","5","6"
"2020-07-01","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2183","","23104","88","90","184","9","478","51","3","5","","63","","28","","668","14","37","0","0","0","2","41","1981","45","24","0","86","0","30","14","3","1425","5","6"
"2020-07-02","121","0","","58","6","2","7","2","5","4","37","0","4","151","634","0","0","24","5","18","0","3","0","","0","8","17","266","4","2184","","23123","88","90","184","9","478","51","3","5","","63","","28","","668","14","37","0","0","0","2","41","1981","45","24","0","86","0","30","14","3","1426","5","6"
"2020-07-03","121","1","","58","6","2","7","2","5","4","37","0","4","151","639","0","0","24","5","18","0","3","0","","0","8","17","273","4","2185","","23140","88","97","188","33","478","51","3","5","","63","","30","","668","14","37","0","0","0","2","41","1983","48","24","0","86","0","30","14","3","1426","5","6"
"2020-07-04","121","1","","58","6","2","7","2","5","4","37","0","4","151","639","0","0","24","5","18","0","3","0","","0","8","17","273","4","2186","","23159","88","97","188","33","478","51","3","5","","63","","30","","668","14","37","0","0","0","2","41","1983","48","24","0","86","0","30","14","3","1426","5","6"
"2020-07-05","121","1","","58","6","2","7","2","5","4","37","0","4","152","639","0","0","24","5","18","0","3","0","","0","8","17","273","4","2186","","23190","88","98","188","33","484","54","3","5","","63","","30","","668","17","37","0","0","0","2","41","1983","48","24","0","86","0","33","14","3","1427","5","6"
"2020-07-06","121","1","","58","6","2","7","2","5","4","37","0","4","152","639","0","0","24","5","18","0","3","0","","0","8","17","273","4","2187","","23201","88","98","188","33","484","54","3","5","","63","","30","","668","17","37","0","0","0","2","41","1984","48","24","0","86","0","33","14","3","1427","5","6"
"2020-07-07","121","1","","58","6","2","7","2","5","4","37","0","4","152","639","0","0","24","5","18","0","4","0","","0","8","17","273","4","2187","","23218","90","98","188","33","484","54","3","5","","63","","30","","668","17","37","0","0","0","2","41","1985","48","24","0","86","0","33","14","3","1430","5","6"
"2020-07-08","121","1","","58","6","2","7","2","5","4","37","0","4","152","639","0","0","24","5","18","0","4","0","","0","8","17","273","4","2188","","23224","90","98","188","33","484","54","3","5","","63","","30","","668","17","37","0","0","0","2","41","1985","48","24","0","86","0","33","14","3","1431","5","6"
"2020-07-09","121","1","","60","6","2","7","2","5","4","37","0","4","152","639","0","0","24","5","18","0","4","0","","0","8","17","273","4","2188","","23247","90","98","188","33","484","54","3","5","","63","","30","","668","17","37","0","0","0","2","41","1991","48","24","0","86","0","33","14","3","1432","5","6"
"2020-07-10","121","1","","60","6","2","7","2","6","4","37","0","4","152","644","0","0","24","5","18","0","4","0","","0","8","17","277","4","2190","","23267","94","104","190","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1992","48","24","0","86","0","33","14","3","1433","5","6"
"2020-07-11","121","1","","60","6","2","7","2","6","4","37","0","4","152","644","0","0","24","5","18","0","4","0","","0","8","17","277","4","2190","","23278","94","104","190","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","86","0","33","14","3","1433","5","6"
"2020-07-12","121","1","","60","6","2","7","2","6","4","37","0","4","152","644","0","0","24","5","18","0","4","0","","0","8","17","277","4","2190","","23283","94","104","190","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","86","0","33","14","3","1435","5","6"
"2020-07-13","121","1","","60","6","2","7","2","6","4","37","0","4","152","646","0","0","24","5","18","0","4","0","","0","8","17","277","4","2190","","23323","94","104","191","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1435","5","6"
"2020-07-14","121","1","","60","6","2","7","2","6","4","37","0","4","152","646","0","0","24","5","18","0","4","0","","0","8","17","277","4","2190","","23336","94","104","191","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1435","5","6"
"2020-07-15","121","1","","60","6","2","7","2","6","4","37","0","4","152","646","0","0","24","5","18","0","4","0","","0","8","17","277","4","2191","","23353","94","104","191","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1436","5","6"
"2020-07-16","121","1","","60","6","2","7","2","6","4","37","0","4","152","646","0","0","24","5","18","0","4","0","","0","8","17","277","4","2192","","23371","94","104","191","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1436","5","6"
"2020-07-17","121","1","","60","6","2","7","2","6","4","37","0","4","152","657","0","0","24","5","18","0","4","0","","0","8","17","277","4","2192","","23377","94","104","191","33","484","54","3","5","","63","","30","","670","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1436","5","6"
"2020-07-18","121","1","","60","6","2","7","2","6","4","37","0","4","152","657","0","0","24","5","18","0","4","0","","0","8","17","277","4","2192","","23388","94","104","191","33","484","54","3","5","","63","","30","","672","17","37","0","0","0","2","41","1993","48","24","0","88","0","33","14","3","1437","5","7"
"2020-07-19","121","1","","60","6","2","7","2","6","4","37","0","4","152","657","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23400","94","104","191","33","484","54","3","5","","63","","30","","672","17","37","0","0","0","2","41","1994","48","24","0","88","0","33","14","3","1440","5","7"
"2020-07-20","121","1","","60","6","2","7","2","6","4","37","0","4","152","657","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23411","94","104","191","33","484","54","3","5","","63","","30","","672","17","37","0","0","0","2","41","1994","48","24","0","88","0","33","14","3","1440","5","7"
"2020-07-21","121","1","","60","6","2","7","2","6","4","37","0","4","152","657","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23424","94","104","191","33","484","54","3","5","","63","","30","","672","17","37","0","0","0","2","41","1995","48","24","0","88","0","33","14","3","1440","5","7"
"2020-07-22","122","1","","62","6","2","7","2","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23428","96","111","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","0","2","42","1995","48","24","0","90","0","33","14","3","1442","5","7"
"2020-07-23","122","1","","62","6","2","7","2","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23463","96","111","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","0","2","42","1995","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-24","122","1","","62","6","2","7","2","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23465","96","111","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","0","2","42","1995","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-25","122","1","","62","6","2","7","2","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23476","96","111","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","0","2","42","1996","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-26","124","1","","64","6","2","9","3","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23485","96","112","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","3","4","42","1996","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-27","124","1","","64","6","2","9","3","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2193","","23500","96","112","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","3","4","42","1996","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-28","124","1","","64","6","2","9","3","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23507","96","112","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","3","4","42","1996","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-29","124","1","","64","6","2","9","3","6","4","37","0","4","153","663","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23512","96","112","194","34","489","54","3","5","","63","","30","","673","17","37","0","0","3","4","42","1996","48","24","0","90","0","33","14","3","1443","5","7"
"2020-07-30","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23525","96","112","194","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1996","48","24","0","91","0","33","14","3","1445","5","7"
"2020-07-31","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23531","96","112","194","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1996","48","24","0","91","0","33","14","3","1445","5","7"
"2020-08-01","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23536","96","112","194","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1996","48","24","0","91","0","33","14","3","1445","5","7"
"2020-08-02","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23541","98","112","200","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1997","48","25","0","91","0","33","14","3","1446","5","7"
"2020-08-03","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23550","98","112","200","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1997","48","25","0","91","0","33","14","3","1446","5","7"
"2020-08-04","126","1","","64","6","2","9","3","6","4","37","0","4","153","669","0","0","24","5","18","0","4","0","","0","8","17","277","4","2194","","23556","98","112","200","34","489","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1997","48","25","0","91","0","33","14","3","1446","5","7"
"2020-08-05","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2194","","23563","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1997","48","25","0","91","0","33","14","3","1446","5","7"
"2020-08-06","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2194","","23563","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","91","0","33","14","3","1447","5","7"
"2020-08-07","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2194","","23567","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","91","0","33","14","3","1447","5","7"
"2020-08-08","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2194","","23575","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","91","0","33","14","3","1447","5","7"
"2020-08-09","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2194","","23580","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-10","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23586","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-11","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23592","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-12","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23602","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-13","128","1","","69","6","2","9","3","6","4","37","0","4","153","671","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23610","98","115","200","34","491","54","3","5","","63","","30","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-14","129","1","","69","6","2","9","3","6","4","37","0","4","153","674","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23615","98","117","203","34","491","54","3","5","","63","","38","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-15","129","1","","69","6","2","9","3","6","4","37","0","4","153","674","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23621","98","117","203","34","491","54","3","5","","63","","38","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-16","129","1","","69","6","2","9","3","6","4","37","0","4","153","674","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23628","98","117","203","34","491","54","3","5","","63","","38","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-17","129","1","","69","6","2","9","3","6","4","37","0","4","153","674","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23634","98","117","203","34","491","54","3","5","","63","","38","","674","17","37","0","0","3","4","42","1998","48","25","0","92","0","33","14","3","1447","5","7"
"2020-08-18","129","1","","69","6","2","9","3","6","4","37","0","4","153","674","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23642","98","117","203","34","491","54","3","5","","63","","38","","674","17","37","0","0","3","4","42","2000","48","25","0","92","0","33","14","3","1448","5","7"
"2020-08-19","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23643","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2000","48","25","0","93","0","33","14","3","1448","5","7"
"2020-08-20","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23639","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2000","48","25","0","93","0","33","14","3","1448","5","7"
"2020-08-21","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2195","","23641","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2000","48","25","0","93","0","33","14","3","1449","5","7"
"2020-08-22","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2196","","23646","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2001","48","25","0","93","0","33","14","3","1449","5","7"
"2020-08-23","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2196","","23658","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2001","48","25","0","93","0","33","14","3","1449","5","7"
"2020-08-24","129","1","","69","6","2","9","3","6","4","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","285","4","2196","","23662","98","117","203","34","493","54","3","5","","63","","40","","674","17","37","0","0","3","4","42","2001","48","25","0","93","0","33","14","3","1449","5","7"
"2020-08-25","131","1","","69","6","2","9","3","7","5","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","289","4","2196","","23666","101","120","204","35","494","54","3","5","","63","","40","","674","17","44","0","0","3","4","42","2001","48","25","0","94","0","33","14","5","1449","5","7"
"2020-08-26","131","1","","69","6","2","9","3","7","5","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","289","4","2196","","23669","101","120","204","35","494","54","3","5","","63","","40","","674","17","44","0","0","3","4","42","2001","48","25","0","94","0","33","14","5","1449","5","7"
"2020-08-27","131","1","","69","6","2","9","3","7","5","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","289","4","2196","","23674","101","120","204","35","494","54","3","5","","63","","40","","674","17","44","0","0","3","4","42","2001","48","25","0","94","0","33","14","5","1449","5","7"
"2020-08-28","131","1","","69","6","2","9","3","7","5","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","289","4","2197","","23680","101","120","204","35","494","54","3","5","","63","","40","","674","17","44","0","0","3","4","42","2001","48","25","0","94","0","33","14","5","1450","5","7"
"2020-08-29","131","1","","69","6","2","9","3","7","5","37","0","4","153","676","0","0","24","5","18","0","4","0","","0","8","17","289","4","2197","","23683","101","120","204","35","494","54","3","5","","63","","40","","674","17","44","0","0","3","4","42","2002","48","25","0","94","0","33","14","5","1450","5","7"
"2020-08-30","133","1","","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","","0","8","17","289","4","2198","","23689","101","120","204","35","494","54","3","5","","63","","40","","674","17","45","0","0","3","4","42","2002","48","25","0","94","0","33","14","5","1451","5","7"
"2020-08-31","133","1","4909","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7290","0","8","17","289","4","2198","3170","","101","120","204","35","494","54","3","5","","63","7222","40","1083","674","17","45","0","0","3","4","42","2002","48","25","0","94","21","33","14","5","1451","5","7"
"2020-09-01","133","1","4912","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7290","0","8","17","289","4","2198","3170","","101","120","204","35","494","54","3","5","","63","7224","40","1083","674","17","45","0","0","3","4","42","2002","48","25","0","94","24","33","14","5","1452","5","7"
"2020-09-02","133","1","4913","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7290","0","8","17","289","4","2198","3170","","101","120","204","35","494","54","3","5","","63","7228","40","1083","674","17","45","0","0","3","4","42","2003","48","25","0","94","24","33","14","5","1452","5","7"
"2020-09-03","133","1","4916","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7289","0","8","17","289","4","2198","3170","","101","120","204","35","494","54","3","5","","63","7230","40","1085","674","17","45","0","0","3","4","42","2005","48","25","0","94","20","33","14","5","1452","5","7"
"2020-09-04","133","1","4917","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7290","0","8","17","289","4","2198","3172","","101","120","204","35","494","54","3","5","","63","7231","40","1085","674","17","45","0","0","3","4","42","2005","48","25","0","94","21","33","14","5","1452","5","7"
"2020-09-05","133","1","4918","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7293","0","8","17","289","4","2198","3172","","101","120","204","35","494","54","3","5","","63","7234","40","1085","674","17","45","0","0","3","4","42","2005","48","25","0","94","19","33","14","5","1452","5","7"
"2020-09-06","133","1","4918","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7293","0","8","17","289","4","2198","3172","","101","120","204","35","494","54","3","5","","63","7234","40","1085","674","17","45","0","0","3","4","42","2005","48","25","0","94","19","33","14","5","1452","5","7"
"2020-09-07","133","1","4924","69","6","2","9","3","7","5","37","0","4","153","678","0","0","24","5","18","0","4","0","7297","0","8","17","289","4","2198","3173","","101","120","204","35","494","54","3","5","","63","7234","40","1085","674","17","45","0","0","3","4","42","2005","48","25","0","94","23","33","14","5","1452","5","7"
"2020-09-08","133","1","4927","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","4","0","7298","0","8","17","289","4","2199","3175","","101","120","204","35","495","54","3","5","","63","7235","40","1085","674","17","45","0","0","3","4","42","2006","48","25","0","94","24","33","14","5","1452","5","7"
"2020-09-09","133","1","4928","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7298","0","8","17","289","4","2199","3176","","101","120","204","35","495","54","3","5","","63","7233","40","1085","674","17","45","0","0","3","4","42","2006","48","25","0","94","21","33","14","5","1452","5","7"
"2020-09-10","133","1","4929","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7299","0","8","17","289","4","2199","3178","","101","120","204","35","495","54","3","5","","63","7233","40","1084","674","17","45","0","0","3","4","42","2006","48","25","0","94","18","33","14","5","1452","5","7"
"2020-09-11","133","1","4931","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7299","0","8","17","289","4","2199","3179","","101","120","204","35","495","54","3","5","","63","7231","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","15","33","14","5","1452","5","7"
"2020-09-12","133","1","4931","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7306","0","8","17","289","4","2199","3176","","101","120","204","35","495","54","3","5","","63","7231","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","15","33","14","5","1452","5","7"
"2020-09-13","133","1","4931","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7306","0","8","17","289","4","2199","3176","","101","120","204","35","495","54","3","5","","63","7231","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","15","33","14","5","1452","5","7"
"2020-09-14","133","1","4936","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7306","0","8","17","289","4","2199","3177","","101","120","204","35","495","54","3","5","","63","7231","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","16","33","14","5","1452","5","7"
"2020-09-15","133","1","4936","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7309","0","8","17","289","4","2199","3177","","101","120","204","35","495","54","3","5","","63","7235","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","17","33","14","5","1452","5","7"
"2020-09-16","133","1","4938","69","6","2","9","3","7","5","37","0","4","153","681","0","0","24","5","18","0","10","0","7311","0","8","17","289","4","2199","3177","","101","120","204","35","495","54","3","5","","63","7235","40","1084","674","17","45","0","0","3","4","42","2008","48","25","0","94","17","33","14","5","1452","5","7"
"2020-09-17","134","1","4939","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7312","0","8","17","289","4","2199","3177","","101","123","205","35","498","54","3","5","","63","7238","42","1084","675","17","48","0","0","3","4","42","2008","48","25","0","95","17","33","14","5","1452","5","7"
"2020-09-18","134","1","4940","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7314","0","8","17","289","4","2201","3178","","101","123","205","35","498","54","3","5","","63","7239","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","19","33","14","5","1454","5","7"
"2020-09-19","134","1","4939","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7315","0","8","17","289","4","2201","3173","","101","123","205","35","498","54","3","5","","63","7243","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","16","33","14","5","1454","5","7"
"2020-09-20","134","1","4941","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7318","0","8","17","289","4","2201","3174","","101","123","205","35","498","54","3","5","","63","7243","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","16","33","14","5","1454","5","7"
"2020-09-21","134","1","4942","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7318","0","8","17","289","4","2201","3174","","101","123","205","35","498","54","3","5","","63","7244","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","19","33","14","5","1454","5","7"
"2020-09-22","134","1","4942","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7319","0","8","17","289","4","2201","3173","","101","123","205","35","498","54","3","5","","63","7245","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","16","33","14","5","1454","5","7"
"2020-09-23","134","1","4943","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7319","0","8","17","289","4","2201","3173","","101","123","205","35","498","54","3","5","","63","7244","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","16","33","14","5","1454","5","7"
"2020-09-24","134","1","4944","69","6","2","9","3","7","5","37","0","4","153","689","0","0","24","5","18","0","10","0","7321","0","8","17","289","4","2201","3174","","101","123","205","35","498","54","3","5","","63","7246","42","1085","675","17","48","0","0","3","4","42","2011","48","25","0","95","15","33","14","5","1454","5","7"
"2020-09-25","134","1","4946","82","6","2","9","3","7","5","37","0","4","156","693","0","0","24","5","18","0","10","0","7323","0","8","17","289","4","2201","3175","","101","123","205","35","498","54","3","5","","63","7246","42","1086","675","17","48","0","0","3","4","42","2011","48","25","0","95","16","33","14","5","1454","5","7"
"2020-09-26","134","1","4946","82","6","2","9","3","7","5","37","0","4","156","693","0","0","24","5","18","0","10","0","7323","0","8","17","289","4","2201","3176","","101","123","205","35","498","54","3","5","","63","7247","42","1086","675","17","48","0","0","3","4","42","2011","48","25","0","95","17","33","14","5","1454","5","7"
"2020-09-27","134","1","4947","82","6","2","9","3","7","5","37","0","4","156","693","0","0","24","5","18","0","10","0","7326","0","8","17","289","4","2201","3176","","101","123","205","35","498","54","3","5","","63","7248","42","1086","675","17","48","0","0","3","4","42","2011","48","25","0","95","18","33","14","5","1454","5","7"
