"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-10-06","   .00 %","  2.79 %","   .78 %","   .34 %","   .87 %","   .55 %","   .32 %","   .33 %","  1.77 %","  1.04 %","   .11 %","   .45 %","  1.46 %",""
"2020-10-07","   .00 %","  2.71 %","  2.40 %","  1.00 %","  1.57 %","   .73 %","   .99 %","  2.04 %","  2.35 %","   .90 %","   .95 %","   .94 %","  1.44 %",""
"2020-10-08","   .00 %","  1.39 %","  5.36 %","  1.10 %","   .48 %","   .76 %","   .93 %","   .60 %","  1.87 %","  2.42 %","   .11 %","   .36 %","  1.02 %",""
"2020-10-09","  1.10 %","  2.74 %","  1.51 %","  1.31 %","  1.66 %","   .49 %","  1.16 %","  3.05 %","  1.67 %","  8.71 %","   .68 %","   .75 %","  1.36 %",""
"2020-10-10","   .38 %","  1.87 %","  2.12 %","   .97 %","  1.13 %","   .61 %","   .88 %","   .45 %","   .74 %","   .69 %","   .60 %","   .71 %","   .73 %",""
"2020-10-11","   .26 %","   .13 %","  2.15 %","  1.28 %","  1.21 %","   .44 %","   .90 %","  1.56 %","   .98 %","   .68 %","  1.93 %","   .67 %","  1.37 %",""
"2020-10-12","  1.21 %","   .52 %","   .68 %","  3.27 %","   .71 %","   .25 %","   .48 %","   .53 %","   .81 %","   .68 %","   .04 %","   .18 %","   .97 %",""
"2020-10-13","   .76 %","  1.17 %","  1.57 %","   .41 %","   .47 %","   .21 %","   .26 %","  1.14 %","  1.12 %","   .34 %","   .76 %","   .42 %","  1.47 %",""
"2020-10-14","  1.06 %","  1.16 %","   .88 %","  2.24 %","  1.02 %","   .53 %","   .64 %","   .95 %","  1.90 %","  1.34 %","   .11 %","   .44 %","   .58 %",""
"2020-10-15","  3.03 %","  1.02 %","   .00 %","   .50 %","   .97 %","   .36 %","   .94 %","  1.20 %","   .93 %","  1.87 %","   .43 %","   .24 %","   .86 %",""
"2020-10-17","  1.62 %","  1.76 %","  1.17 %","  1.48 %","  1.06 %","  1.12 %","  1.42 %","  2.03 %","  1.00 %","  2.06 %","   .79 %","   .27 %","  1.26 %",""
"2020-10-18","   .24 %","  1.36 %","  2.09 %","  1.56 %","   .81 %","   .27 %","   .51 %","  1.74 %","   .61 %","  1.06 %","  1.10 %","   .24 %","   .52 %",""
"2020-10-19","   .06 %","   .49 %","  4.37 %","   .38 %","   .53 %","   .15 %","   .37 %","  3.34 %","   .76 %","   .84 %","   .11 %","   .21 %","   .72 %",""
"2020-10-20","  1.18 %","   .12 %","   .47 %","   .57 %","   .56 %","   .35 %","   .34 %","   .28 %","  1.13 %","   .31 %","   .21 %","   .09 %","   .72 %",""
"2020-10-21","  1.40 %","   .97 %","  2.62 %","   .76 %","   .87 %","   .35 %","   .72 %","  1.85 %","  1.93 %","  2.59 %","   .70 %","   .57 %","  1.18 %",""
"2020-10-22","   .86 %","  1.32 %","  1.83 %","   .85 %","   .66 %","   .30 %","   .67 %","  1.85 %","   .66 %","  3.74 %","   .66 %","   .29 %","   .55 %",""
"2020-10-23","   .28 %","  1.54 %","   .64 %","   .65 %","   .27 %","   .16 %","   .48 %","  1.55 %","   .29 %","  2.53 %","   .42 %","   .67 %","   .54 %",""
"2020-10-25","","   .12 %","   .83 %","   .74 %","   .54 %","   .28 %","   .30 %","   .49 %","   .07 %","  2.09 %","   .21 %","   .09 %","   .35 %",""
"2020-10-26","   .40 %","  1.52 %","  1.27 %","   .83 %","   .59 %","   .39 %","   .65 %","   .71 %","  1.37 %","  1.68 %","  1.62 %","   .24 %","   .38 %",""
"2020-10-27","   .06 %","   .92 %","   .38 %","   .55 %","   .35 %","   .15 %","   .34 %","   .77 %","   .50 %","   .82 %","   .98 %","   .13 %","   .61 %",""
"2020-10-28","   .23 %","  1.14 %","  1.43 %","   .73 %","   .47 %","   .27 %","   .67 %","  1.39 %","   .35 %","  2.09 %","   .47 %","   .19 %","   .23 %",""
"2020-10-29","   .45 %","  1.12 %","  1.35 %","   .54 %","   .47 %","   .22 %","   .47 %","  1.19 %","   .99 %","  1.87 %","   .80 %","   .26 %","   .30 %",""
"2020-10-30","  1.07 %","   .22 %","  1.15 %","   .27 %","   .46 %","   .30 %","   .72 %","  1.75 %","   .98 %","  2.62 %","   .43 %","   .16 %","   .91 %",""
"2020-10-31","   .50 %","  1.22 %","  1.74 %","   .09 %","   .57 %","   .30 %","   .45 %","  1.82 %","   .21 %","  5.53 %","  1.48 %","   .18 %","   .75 %",""
"2020-11-01","   .00 %","   .22 %","   .29 %","   .54 %","   .26 %","   .34 %","   .44 %","  1.65 %","   .14 %","   .97 %","   .62 %","   .08 %","   .26 %",""
"2020-11-02","   .44 %","   .77 %","  3.06 %","   .45 %","   .49 %","   .17 %","   .22 %","   .98 %","  1.31 %","  4.23 %","   .45 %","   .18 %","   .30 %",""
"2020-11-03","  1.04 %","   .33 %","   .74 %","   .27 %","   .43 %","   .19 %","   .40 %","  1.44 %","  1.30 %","   .54 %","   .45 %","   .62 %","   .44 %",""
"2020-11-04","   .76 %","  1.19 %","  1.42 %","   .27 %","   .70 %","   .36 %","   .50 %","  1.22 %","  1.55 %","  1.83 %","   .22 %","   .42 %","   .26 %",""
"2020-11-05","  2.21 %","  2.03 %","  1.06 %","   .18 %","   .49 %","   .23 %","   .64 %","  3.85 %","   .93 %","  5.46 %","   .61 %","   .10 %","   .33 %",""
"2020-11-06","   .90 %","   .21 %","  2.65 %","   .26 %","   .94 %","   .50 %","   .53 %","  1.26 %","   .92 %","  1.14 %","   .38 %","   .59 %","   .26 %",""
"2020-11-07","  1.10 %","  1.57 %","  3.34 %","   .88 %","   .84 %","   .32 %","   .62 %","  1.58 %","  2.34 %","   .91 %","  1.01 %","   .20 %","   .33 %",""
"2020-11-08","   .10 %","   .10 %","   .16 %","   .61 %","   .55 %","   .48 %","   .19 %","   .64 %","","   .70 %","   .34 %","   .11 %","   .44 %",""
"2020-11-09","  1.66 %","  1.13 %","  2.96 %","","   .51 %","   .08 %","   .62 %","  1.85 %","  1.65 %","  1.38 %","   .16 %","   .32 %","   .36 %",""
"2020-11-10","   .46 %","  1.12 %","   .35 %","  1.04 %","   .73 %","   .26 %","   .31 %","   .51 %","  1.56 %","   .07 %","   .59 %","   .28 %","   .65 %",""
"2020-11-11","   .91 %","   .91 %","  3.67 %","   .60 %","  1.26 %","   .49 %","   .94 %","  3.20 %","  3.26 %","  4.15 %","  1.70 %","   .38 %","   .32 %",""
"2020-11-12","  2.06 %","  1.00 %","  2.33 %","   .51 %","   .63 %","   .18 %","   .79 %","  1.32 %","  1.91 %","  3.07 %","   .27 %","   .13 %","   .14 %",""
"2020-11-15","   .10 %","   .10 %","   .05 %","","   .44 %","   .08 %","   .47 %","   .99 %","   .18 %","   .00 %","   .00 %","   .39 %","   .29 %",""
"2020-11-16","   .74 %","   .69 %","   .57 %","   .76 %","   .58 %","   .16 %","   .31 %","   .59 %","   .06 %","   .38 %","   .21 %","   .14 %","   .07 %",""
"2020-11-17","  1.07 %","  1.37 %","   .80 %","   .67 %","   .77 %","   .16 %","   .67 %","   .64 %","  2.04 %","  2.27 %","   .36 %","   .19 %","  1.10 %",""
"2020-11-18","   .82 %","  1.16 %","  1.31 %","   .17 %","   .82 %","   .37 %","   .66 %","   .64 %","   .40 %","  1.73 %","   .54 %","   .39 %","   .04 %",""
"2020-11-19","   .29 %","  1.24 %","   .97 %","   .42 %","   .73 %","   .31 %","   .68 %","   .80 %","  2.11 %","   .49 %","   .39 %","   .25 %","   .14 %",""
"2020-11-20","   .76 %","  1.32 %","  2.06 %","  1.00 %","  1.08 %","   .34 %","   .55 %","   .96 %","  1.51 %","  1.21 %","   .69 %","   .22 %","   .42 %",""
"2020-11-21","  1.14 %","   .56 %","  2.55 %","   .41 %","  1.10 %","   .37 %","   .90 %","  1.03 %","  1.87 %","  1.67 %","   .92 %","   .30 %","   .28 %",""
"2020-11-22","   .23 %","   .46 %","   .70 %","   .57 %","   .93 %","   .46 %","   .50 %","  1.74 %","  2.05 %","   .23 %","   .41 %","   .23 %","   .52 %",""
"2020-11-23","   .51 %","   .37 %","  1.04 %","  1.46 %","   .68 %","   .42 %","   .59 %","   .69 %","  1.22 %","   .29 %","   .35 %","   .12 %","   .42 %",""
"2020-11-24","   .93 %","   .64 %","   .86 %","   .40 %","   .97 %","   .71 %","   .46 %","   .63 %","  2.56 %","   .29 %","   .18 %","   .69 %","   .38 %",""
"2020-11-25","   .46 %","   .46 %","  1.75 %","   .96 %","   .79 %","   .43 %","   .73 %","  1.22 %","  2.24 %","   .70 %","   .44 %","   .23 %","   .24 %",""
"2020-11-26","   .64 %","   .54 %","  1.00 %","   .47 %","   .64 %","   .24 %","   .29 %","  1.00 %","  2.54 %","   .17 %","   .26 %","   .18 %","   .17 %",""
"2020-11-27","  1.00 %","   .72 %","  1.57 %","  3.54 %","   .83 %","   .37 %","   .84 %","  1.02 %","  1.21 %","  1.15 %","   .32 %","   .33 %","   .27 %",""
"2020-11-28","   .95 %","   .72 %","   .82 %","  1.44 %","   .80 %","   .25 %","   .13 %","  1.13 %","  2.83 %","   .40 %","   .61 %","   .12 %","   .27 %",""
"2020-11-29","   .31 %","   .18 %","   .85 %","   .75 %","   .71 %","   .41 %","   .07 %","  1.42 %","   .33 %","   .51 %","   .69 %","   .33 %","   .61 %",""
"2020-11-30","   .00 %","  1.16 %","   .68 %","   .82 %","   .90 %","   .19 %","   .69 %","   .47 %","  2.28 %","   .45 %","   .40 %","   .24 %","   .37 %","   .00 %"
"2020-12-01","  2.49 %","  1.23 %","  1.71 %","   .74 %","   .79 %","   .34 %","   .29 %","   .64 %","  2.32 %","   .23 %","   .71 %","   .24 %","   .54 %",""
"2020-12-26","   .13 %","  1.30 %","   .24 %","   .66 %","   .72 %","   .35 %","   .63 %","   .27 %","   .84 %","   .39 %","   .03 %","   .20 %","  1.21 %",""
"2020-12-27","   .04 %","   .34 %","   .20 %","   .51 %","   .81 %","   .28 %","  1.26 %","   .27 %","   .31 %","   .22 %","   .68 %","   .24 %","   .90 %",""
"2020-12-28","   .00 %","   .34 %","   .27 %","   .94 %","   .39 %","   .17 %","   .42 %","   .19 %","   .13 %","   .00 %","   .06 %","   .17 %","   .39 %",""
"2020-12-29","   .26 %","   .00 %","   .19 %","   .79 %","   .60 %","   .18 %","   .56 %","   .29 %","  1.10 %","   .11 %","   .34 %","   .08 %","  1.25 %",""
"2020-12-30","   .74 %","   .68 %","   .43 %","   .78 %","   .73 %","   .31 %","  1.26 %","   .22 %","  1.65 %","   .45 %","   .22 %","   .21 %","   .45 %",""
"2020-12-31","   .52 %","   .51 %","   .12 %","   .42 %","   .46 %","   .15 %","  1.24 %","   .17 %","   .38 %","   .06 %","   .03 %","   .24 %","   .29 %",""
"2021-01-01","   .43 %","   .25 %","   .04 %","  1.20 %","   .57 %","   .26 %","   .99 %","   .43 %","   .68 %","   .44 %","   .06 %","   .25 %","   .55 %",""
"2021-01-02","   .17 %","   .50 %","   .35 %","   .28 %","   .33 %","   .22 %","   .73 %","   .31 %","   .59 %","   .28 %","   .25 %","   .22 %","   .35 %",""
"2021-01-03","   .04 %","   .08 %","   .04 %","   .49 %","   .56 %","   .18 %","   .60 %","   .31 %","   .13 %","   .11 %","   .30 %","   .11 %","   .57 %",""
"2021-01-04","   .30 %","","   .15 %","  1.17 %","   .57 %","   .19 %","   .82 %","   .17 %","   .29 %","   .33 %","   .06 %","   .19 %","   .29 %",""
"2021-01-05","   .42 %","   .08 %","   .15 %","   .48 %","   .40 %","   .14 %","   .84 %","   .00 %","   .50 %","   .11 %","   .36 %","   .12 %","   .32 %",""
"2021-01-06","   .30 %","   .17 %","   .19 %","   .61 %","   .31 %","   .33 %","   .65 %","   .07 %","   .00 %","   .22 %","   .08 %","   .12 %","   .38 %",""
"2021-01-07","   .55 %","   .17 %","   .27 %","   .13 %","   .40 %","   .23 %","   .57 %","   .35 %","   .54 %","   .11 %","   .00 %","   .18 %","   .16 %",""
"2021-01-08","   .59 %","   .25 %","   .27 %","   .47 %","   .40 %","   .25 %","   .62 %","   .16 %","   .54 %","   .38 %","   .16 %","   .18 %","   .22 %",""
"2021-01-09","   .62 %","   .17 %","   .19 %","   .13 %","   .29 %","   .29 %","   .96 %","   .56 %","   .33 %","   .16 %","   .25 %","   .20 %","   .22 %",""
"2021-01-10","  1.98 %","   .17 %","   .19 %","   .00 %","   .36 %","   .19 %","   .26 %","   .21 %","   .12 %","   .05 %","   .11 %","   .19 %","   .03 %",""
"2021-01-11","   .04 %","   .08 %","   .04 %","   .20 %","   .25 %","   .12 %","   .47 %","   .19 %","   .08 %","   .22 %","   .19 %","   .12 %","   .03 %",""
"2021-01-12","   .16 %","   .17 %","   .08 %","   .07 %","   .39 %","   .14 %","   .45 %","   .14 %","   .04 %","   .11 %","   .08 %","   .09 %","   .12 %",""
"2021-01-13","   .24 %","   .16 %","   .11 %","   .00 %","   .42 %","   .15 %","   .47 %","   .16 %","   .49 %","   .05 %","   .14 %","   .09 %","   .06 %",""
"2021-01-14","   .04 %","   .33 %","   .11 %","   .20 %","   .17 %","   .30 %","   .31 %","   .21 %","","   .22 %","   .16 %","   .14 %","   .06 %",""
"2021-01-15","   .12 %","   .08 %","   .08 %","   .27 %","   .22 %","   .10 %","   .38 %","   .28 %","   .08 %","   .00 %","   .11 %","   .09 %","   .06 %",""
"2021-01-16","   .56 %","   .16 %","   .23 %","   .13 %","   .39 %","   .25 %","   .41 %","   .05 %","   .33 %","   .11 %","   .24 %","   .17 %","   .06 %",""
"2021-01-17","","","   .23 %","   .20 %","   .25 %","   .09 %","   .16 %","","","   .16 %","   .00 %","   .12 %","   .03 %",""
"2021-01-18","   .16 %","","   .11 %","","   .16 %","   .18 %","   .39 %","   .00 %","   .04 %","   .05 %","   .00 %","   .09 %","   .12 %",""
"2021-01-19","   .44 %","   .08 %","   .00 %","   .00 %","   .24 %","   .06 %","   .29 %","   .00 %","   .16 %","   .05 %","   .00 %","   .01 %","   .25 %",""
"2021-01-20","   .28 %","","   .04 %","","   .30 %","   .15 %","   .37 %","   .02 %","   .04 %","","   .00 %","   .12 %","   .12 %",""
"2021-01-21","   .16 %","   .08 %","   .08 %","   .07 %","   .29 %","   .17 %","   .55 %","   .00 %","   .12 %","   .05 %","   .05 %","   .04 %","   .06 %",""
"2021-01-22","   .00 %","   .08 %","   .04 %","   .13 %","   .23 %","   .10 %","   .29 %","   .00 %","   .08 %","   .16 %","   .03 %","   .04 %","   .00 %",""
"2021-01-23","   .12 %","   .00 %","   .00 %","   .13 %","   .28 %","   .08 %","   .21 %","   .09 %","   .08 %","   .05 %","   .11 %","   .08 %","   .00 %",""
"2021-01-24","","","   .04 %","   .07 %","   .06 %","   .08 %","   .23 %","","   .04 %","","   .03 %","   .02 %","   .00 %",""
"2021-01-25","","","   .07 %","","   .12 %","   .08 %","   .13 %","   .00 %","   .04 %","   .05 %","   .03 %","   .06 %","   .00 %",""
"2021-01-26","","   .00 %","   .00 %","","   .11 %","   .05 %","   .03 %","","","   .00 %","   .03 %","   .01 %","   .03 %",""
"2021-01-27","   .00 %","   .08 %","   .00 %","   .07 %","   .19 %","   .09 %","   .20 %","","   .08 %","   .00 %","   .00 %","   .06 %","   .00 %",""
"2021-01-28","   .00 %","   .08 %","   .04 %","","   .19 %","   .13 %","   .11 %","   .07 %","   .00 %","","","   .05 %","   .00 %",""
"2021-01-29","   .00 %","   .00 %","   .00 %","   .00 %","   .15 %","   .10 %","   .21 %","   .05 %","   .00 %","   .05 %","   .00 %","   .05 %","   .03 %",""
"2021-01-30","   .00 %","","   .00 %","","   .16 %","   .09 %","   .17 %","   .07 %","   .04 %","   .05 %","","   .10 %","   .03 %",""
"2021-01-31","","","","   .07 %","   .12 %","   .09 %","   .10 %","","","   .05 %","","   .08 %","   .00 %",""
"2021-02-01","   .08 %","","   .04 %","","   .11 %","   .07 %","   .08 %","","   .00 %","   .00 %","   .00 %","   .03 %","   .03 %",""
"2021-02-02","   .04 %","   .08 %","","   .13 %","   .08 %","   .04 %","   .10 %","","","   .00 %","   .00 %","   .08 %","   .00 %",""
"2021-02-03","","","   .04 %","","   .09 %","   .06 %","   .11 %","","","","","   .10 %","   .03 %",""
"2021-02-04","   .08 %","","   .00 %","","   .28 %","   .06 %","   .16 %","","   .12 %","","   .00 %","   .07 %","   .00 %",""
"2021-02-05","   .08 %","   .00 %","   .15 %","","   .09 %","   .01 %","   .09 %","","   .08 %","   .05 %","   .00 %","   .07 %","",""
"2021-02-06","   .00 %","","   .00 %","   .07 %","   .05 %","   .09 %","   .11 %","   .02 %","   .20 %","","","   .05 %","",""
"2021-02-07","","","","","   .02 %","   .03 %","   .05 %","","","   .05 %","","   .01 %","",""
"2021-02-08","","   .00 %","","   .07 %","   .09 %","   .13 %","   .02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .02 %","",""
"2021-02-09","","   .00 %","   .26 %","","   .07 %","   .02 %","   .17 %","","   .00 %","","   .00 %","   .08 %","",""
"2021-02-10","   .00 %","   .00 %","   .07 %","","   .08 %","   .04 %","   .06 %","","   .00 %","   .00 %","   .03 %","   .01 %","   .00 %",""
"2021-02-11","   .04 %","","   .11 %","","   .07 %","   .05 %","   .14 %","","   .04 %","","   .05 %","   .03 %","   .00 %",""
"2021-02-12","","   .00 %","   .07 %","   .07 %","   .10 %","   .09 %","   .06 %","   .02 %","   .00 %","","   .03 %","   .04 %","   .00 %",""
"2021-02-13","   .08 %","","","","   .05 %","   .09 %","   .08 %","","   .12 %","","   .05 %","   .05 %","",""
"2021-02-14","","","","   .07 %","   .11 %","   .07 %","   .12 %","","   .00 %","","","   .06 %","",""
"2021-02-15","","   .00 %","   .19 %","","   .07 %","   .12 %","   .08 %","","   .00 %","   .00 %","   .00 %","   .01 %","",""
"2021-02-16","   .00 %","   .00 %","   .00 %","","   .09 %","   .06 %","   .11 %","   .05 %","   .12 %","   .05 %","","   .06 %","",""
"2021-02-17","   .00 %","","","","   .07 %","   .09 %","   .14 %","","   .00 %","","   .03 %","   .01 %","",""
"2021-02-18","","","   .11 %","","   .07 %","   .07 %","   .06 %","","","","","   .06 %","",""
"2021-02-19","","","   .04 %","","   .07 %","   .01 %","   .07 %","","","","","   .01 %","",""
"2021-02-20","  -.04 %","  -.49 %","  -.15 %","  -.13 %","  -.64 %","  -.19 %"," -1.07 %","  -.48 %","  -.04 %","","  -.32 %","  -.32 %","  -.09 %",""
"2021-02-21","","","   .04 %","","   .05 %","   .03 %","   .06 %","   .02 %","","   .00 %","   .05 %","   .03 %","",""
"2021-02-22","   .00 %","   .00 %","   .00 %","   .07 %","   .06 %","   .05 %","   .01 %","   .07 %","","","   .05 %","   .04 %","   .00 %",""
"2021-02-23","   .00 %","   .00 %","   .00 %","","   .12 %","   .05 %","   .03 %","   .07 %","   .00 %","","   .03 %","   .09 %","",""
"2021-02-24","   .04 %","","   .04 %","","   .11 %","   .02 %","   .09 %","","","","","   .07 %","",""
"2021-02-25","   .00 %","","   .04 %","   .07 %","   .04 %","   .03 %","   .02 %","","   .00 %","","","   .00 %","",""
"2021-02-26","","   .08 %","","","   .12 %","   .06 %","   .08 %","","   .04 %","","","   .05 %","",""
"2021-02-27","   .00 %","","   .00 %","","   .17 %","   .22 %","   .04 %","  -.51 %","   .00 %","   .00 %","   .14 %","   .01 %","   .00 %",""
"2021-02-28","   .04 %","","   .00 %","   .07 %","   .07 %","   .08 %","   .07 %","","","","   .03 %","   .05 %","",""
"2021-03-01","","","   .00 %","","   .02 %","   .12 %","   .01 %","   .00 %","","","   .03 %","   .03 %","",""
"2021-03-02","   .00 %","   .00 %","","","   .03 %","   .05 %","   .52 %","   .02 %","","   .05 %","   .03 %","   .00 %","",""
"2021-03-03","   .04 %","","","","   .06 %","   .15 %","   .02 %","   .02 %","","   .05 %","   .03 %","   .05 %","",""
"2021-03-04","   .04 %","","   .07 %","","   .08 %","   .10 %","   .54 %","   .07 %","   .12 %","","","   .03 %","",""
"2021-03-05","","   .08 %","","","   .11 %","   .03 %","   .17 %","   .00 %","","","","   .03 %","",""
"2021-03-06","","   .08 %","","","   .09 %","   .18 %","   .22 %","   .02 %","   .08 %","","   .08 %","   .03 %","   .03 %",""
"2021-03-07","   .04 %","","","","   .09 %","   .09 %","   .11 %","   .07 %","","","","   .08 %","",""
"2021-03-08","","","   .04 %","","   .05 %","   .08 %","   .26 %","   .00 %","","","","   .06 %","",""
"2021-03-09","   .04 %","","   .00 %","   .07 %","   .10 %","   .06 %","   .05 %","   .07 %","","","","   .06 %","",""
"2021-03-10","","","","","   .00 %","   .15 %","   .12 %","   .02 %","","   .05 %","   .00 %","   .03 %","",""
"2021-03-11","","   .16 %","","","   .09 %","   .19 %","   .14 %","   .07 %","","   .05 %","","   .01 %","",""
"2021-03-12","","   .16 %","","","   .05 %","   .18 %","   .20 %","   .07 %","","   .11 %","   .03 %","   .03 %","",""
"2021-03-13","   .20 %","   .08 %","","","   .06 %","   .13 %","   .11 %","   .07 %","   .08 %","","","","",""
"2021-03-14","","","","","   .12 %","   .05 %","   .03 %","","   .04 %","   .05 %","","   .08 %","   .06 %",""
"2021-03-15","","","   .00 %","","   .14 %","   .08 %","   .07 %","   .05 %","","   .00 %","   .05 %","   .04 %","",""
"2021-03-16","   .04 %","   .08 %","","","   .10 %","   .17 %","   .06 %","","","","   .00 %","   .10 %","",""
"2021-03-17","   .04 %","","   .00 %","","   .16 %","   .26 %","   .12 %","   .05 %","   .08 %","","   .00 %","   .17 %","",""
"2021-03-18","   .16 %","   .08 %","","","   .12 %","   .17 %","   .06 %","   .09 %","   .00 %","","   .13 %","   .14 %","   .03 %",""
"2021-03-19","   .04 %","","   .04 %","","   .12 %","   .17 %","   .27 %","   .07 %","   .00 %","   .11 %","","   .09 %","   .06 %",""
"2021-03-20","   .27 %","","   .00 %","   .07 %","   .14 %","   .17 %","   .06 %","   .02 %","","   .16 %","   .03 %","   .04 %","   .06 %",""
"2021-03-21","   .08 %","   .08 %","   .18 %","","   .21 %","   .31 %","   .13 %","   .05 %","","   .05 %","   .05 %","   .14 %","   .03 %",""
"2021-03-22","   .00 %","","","","   .15 %","   .32 %","   .08 %","   .02 %","   .12 %","","   .08 %","   .08 %","   .03 %",""
"2021-03-23","","","   .22 %","","   .19 %","   .15 %","   .08 %","","","   .05 %","   .27 %","   .02 %","   .00 %",""
"2021-03-24","   .04 %","","","","   .39 %","   .53 %","   .21 %","   .18 %","   .20 %","   .42 %","   .21 %","   .13 %","   .00 %",""
"2021-03-25","   .12 %","   .08 %","   .07 %","","   .36 %","   .42 %","   .18 %","   .07 %","   .04 %","   .11 %","   .21 %","   .05 %","   .06 %",""
"2021-03-26","   .19 %","   .08 %","   .15 %","","   .26 %","   .43 %","   .13 %","   .11 %","","   .16 %","   .48 %","   .06 %","   .18 %",""
"2021-03-27","   .08 %","","   .04 %","   .20 %","   .50 %","   .54 %","   .11 %","   .11 %","   .12 %","   .16 %","   .40 %","   .09 %","   .12 %",""
"2021-03-28","   .12 %","   .16 %","","","   .66 %","   .43 %","   .29 %","   .39 %","   .12 %","   .21 %","  1.43 %","   .18 %","   .18 %",""
"2021-03-29","   .04 %","","","","   .22 %","   .29 %","   .06 %","   .02 %","   .04 %","","   .00 %","","   .09 %",""
"2021-03-30","   .12 %","   .16 %","   .18 %","","   .19 %","   .15 %","   .11 %","   .21 %","","","","   .20 %","   .21 %",""
"2021-03-31","","   .08 %","   .07 %","","   .67 %","   .51 %","   .20 %","   .16 %","   .08 %","","   .05 %","   .15 %","   .03 %",""
"2021-04-01","   .19 %","   .32 %","   .04 %","   .07 %","   .92 %","  1.08 %","   .46 %","   .32 %","   .20 %","   .10 %","   .29 %","   .20 %","   .03 %",""
"2021-04-02","   .23 %","   .16 %","   .04 %","   .39 %","   .54 %","   .84 %","   .32 %","   .27 %","   .08 %","   .26 %","   .13 %","   .28 %","   .09 %",""
"2021-04-03","   .04 %","  1.28 %","   .07 %","","   .88 %","   .60 %","   .42 %","   .25 %","   .08 %","   .16 %","   .16 %","   .21 %","   .52 %",""
"2021-04-04","   .54 %","   .63 %","   .07 %","   .52 %","   .84 %","  1.22 %","   .51 %","   .32 %","   .20 %","   .05 %","   .44 %","   .21 %","   .27 %",""
"2021-04-05","   .08 %","   .08 %","   .07 %","   .06 %","   .85 %","  1.35 %","   .30 %","   .47 %","","   .10 %","   .41 %","   .46 %","",""
"2021-04-06","   .23 %","   .86 %","   .11 %","   .13 %","  1.14 %","  1.27 %","   .99 %","   .02 %","  1.77 %","   .26 %","  1.92 %","   .37 %","   .21 %",""
"2021-04-07","   .11 %","","   .04 %","   .32 %","  1.89 %","  2.09 %","  1.03 %","  1.27 %","","   .52 %","   .48 %","   .75 %","   .00 %",""
"2021-04-08","   .61 %","   .47 %","   .36 %","   .06 %","   .87 %","  1.84 %","  1.19 %","   .18 %","   .23 %","   .62 %","   .98 %","   .30 %","   .21 %",""
"2021-04-09","   .49 %","   .70 %","   .11 %","   .39 %","  1.21 %","  1.49 %","   .20 %","   .66 %","   .31 %","","   .45 %","   .64 %","   .06 %",""
"2021-04-10","   .53 %","   .31 %","   .58 %","   .26 %","  2.10 %","  1.63 %","  1.15 %","  1.09 %","   .23 %","   .82 %","  1.43 %","   .79 %","   .09 %",""
"2021-04-11","   .41 %","   .61 %","   .32 %","   .45 %","  2.03 %","  2.44 %","  1.07 %","  1.06 %","   .08 %","   .25 %","  1.07 %","   .90 %","   .12 %",""
"2021-04-12","   .26 %","   .23 %","   .25 %","   .45 %","  1.90 %","  2.52 %","   .99 %","  1.50 %","   .12 %","   .46 %","  1.35 %","   .77 %","   .21 %",""
"2021-04-13","  1.16 %","   .99 %","   .29 %","  1.33 %","  2.60 %","  3.58 %","  1.87 %","   .70 %","   .50 %","   .61 %","   .83 %","  1.47 %","   .03 %",""
"2021-04-14","  3.39 %","   .45 %","   .29 %","  1.75 %","  2.61 %","  3.05 %","  1.74 %","  1.66 %","   .15 %","   .30 %","  1.84 %","   .99 %","   .24 %",""
"2021-04-15","  1.96 %","  1.13 %","   .89 %","  1.60 %","  2.92 %","  3.46 %","  1.30 %","  2.17 %","  1.10 %","  2.46 %","  1.83 %","  1.09 %","   .69 %",""
"2021-04-16","  1.68 %","  1.41 %","  1.03 %","  3.15 %","  3.26 %","  2.94 %","  2.43 %","  1.53 %","   .08 %","   .83 %","   .89 %","  1.81 %","   .42 %",""
"2021-04-17","  1.76 %","  1.10 %","   .98 %","  2.58 %","  3.54 %","  3.27 %","  1.99 %","  3.08 %","   .45 %","  3.83 %","  1.13 %","  2.15 %","   .41 %",""
"2021-04-18","   .68 %","  1.09 %","  2.12 %","   .86 %","  3.71 %","  2.94 %","  1.46 %","  2.57 %","   .52 %","   .84 %","  2.87 %","  1.28 %","   .74 %",""
"2021-04-19","  2.65 %","   .50 %","   .75 %","   .85 %","  1.81 %","  2.30 %","  2.50 %","  2.14 %","   .15 %","  1.48 %","  3.08 %","  1.75 %","  2.60 %",""
"2021-04-20","  2.16 %","   .93 %","   .81 %","  1.57 %","  2.74 %","  3.88 %","  1.95 %","  1.47 %","  1.04 %","   .55 %","  2.88 %","  4.35 %","   .17 %",""
"2021-04-21","  3.17 %","   .56 %","  2.04 %","   .55 %","  5.01 %","  3.69 %","  6.07 %","  3.94 %","   .66 %","  2.36 %","  3.78 %","  4.44 %","  2.13 %",""
