"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-06-04","   .00 %","  1.77 %","   .29 %","  1.81 %","  1.15 %","  1.13 %","   .74 %","  1.84 %","  1.91 %","  3.40 %","  1.80 %","   .00 %","  2.11 %","  1.45 %","  1.12 %","  2.53 %","  1.28 %","  -.62 %","  1.33 %","  1.12 %","  2.91 %","   .00 %","  6.17 %","   .00 %","  1.83 %"
"2020-06-05","   .55 %","  1.72 %","  1.76 %","  2.24 %","   .28 %","   .00 %","  1.37 %","  1.29 %","   .94 %","   .66 %","  1.37 %","   .00 %","  2.07 %","  2.02 %","  2.22 %","  1.70 %","  1.44 %","  1.24 %","   .00 %","   .92 %","   .00 %","   .00 %","  2.52 %","   .83 %","  3.14 %"
"2020-06-06","   .55 %","  1.45 %","  1.61 %","  1.71 %","   .28 %","   .75 %"," -1.04 %","  1.53 %","   .93 %","   .65 %","  1.50 %","   .00 %","   .85 %","   .96 %","   .54 %","  1.53 %","   .91 %","  3.07 %","   .00 %","   .18 %","  1.89 %","   .00 %","  3.02 %","   .83 %","   .87 %"
"2020-06-07","   .00 %","   .62 %","   .85 %","  1.43 %","  1.13 %","   .74 %","   .21 %","  1.25 %","   .50 %","   .65 %","   .67 %","   .00 %","  1.06 %","  1.48 %","  1.08 %","   .87 %","   .72 %","  1.19 %","   .00 %","   .91 %","   .00 %","   .00 %","   .55 %","   .21 %","  1.29 %"
"2020-06-08","   .54 %","   .73 %","   .90 %","  1.08 %","  1.12 %","   .00 %","   .21 %","   .99 %","   .75 %","   .65 %","   .99 %","   .00 %","   .42 %","  1.46 %","   .00 %","   .66 %","   .54 %","  4.12 %","  1.32 %","   .00 %","   .00 %","   .00 %","   .55 %","   .72 %","  1.70 %"
"2020-06-09","   .54 %","   .98 %","   .56 %","   .94 %","   .28 %","   .37 %","   .94 %","  2.21 %","   .41 %","   .64 %","   .80 %","   .00 %","   .83 %","  1.62 %","   .53 %","  1.17 %","   .68 %","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %"," -1.09 %","   .61 %","   .84 %"
"2020-06-10","  -.54 %","   .91 %","   .93 %","  1.15 %","   .00 %","  1.10 %","   .62 %","  1.44 %","  1.23 %","   .00 %","  1.21 %","   .00 %","  1.34 %","  1.32 %","   .53 %","  1.20 %","   .70 %","   .56 %","   .00 %","   .71 %","   .00 %","   .00 %","  1.10 %","   .20 %","   .41 %"
"2020-06-11","   .00 %","  1.68 %","  1.00 %","  1.26 %","   .83 %","   .72 %","   .72 %","  1.42 %","   .32 %","  1.27 %","  1.10 %","   .00 %","   .81 %","  4.10 %","  -.53 %","  1.16 %","  1.12 %","   .00 %","  1.30 %","  1.42 %","  -.93 %","   .00 %","  1.63 %","   .60 %","   .41 %"
"2020-06-12","  1.08 %","   .72 %","   .94 %","   .77 %","  1.09 %","   .36 %","   .10 %","  1.40 %","  1.05 %","   .63 %","  1.04 %","   .00 %","   .10 %","   .91 %","   .53 %","   .54 %","   .60 %","   .56 %","   .00 %","   .35 %","   .00 %","   .00 %","  1.43 %","   .60 %","  1.23 %"
"2020-06-13","   .00 %","  1.55 %","   .79 %","  1.13 %","   .81 %","  1.08 %","   .61 %","   .92 %","  1.28 %","   .62 %","  1.17 %","   .00 %","  1.31 %","  1.67 %","  1.59 %","  1.39 %","  1.02 %","   .00 %","  1.28 %","   .52 %","   .00 %","   .00 %","   .35 %","   .60 %","  2.85 %"
"2020-06-14","   .00 %","  1.88 %","   .62 %","   .84 %","   .54 %","   .35 %","   .61 %","   .91 %","   .40 %","   .62 %","   .98 %","   .00 %","   .50 %"," -1.52 %","   .52 %","   .54 %","   .64 %","   .56 %","   .00 %","   .35 %","   .00 %","   .00 %","   .18 %","   .99 %","  1.19 %"
"2020-06-15","   .00 %","   .35 %","   .67 %","   .87 %","   .27 %","   .00 %","   .30 %","   .45 %","   .24 %","  1.85 %","  1.10 %","   .00 %","   .99 %","   .64 %","   .00 %","   .37 %","   .43 %","  1.67 %","  1.27 %","   .34 %","   .00 %","   .00 %","  1.40 %","   .69 %","   .78 %"
"2020-06-16","   .53 %","  2.77 %","   .68 %","   .52 %","  1.06 %","   .35 %","  -.50 %","  1.12 %","   .39 %","   .61 %","   .44 %","   .00 %","   .39 %","  -.98 %","   .00 %","   .38 %","   .57 %","   .00 %","  2.50 %","   .52 %","  1.87 %","   .00 %","   .00 %","   .39 %","   .00 %"
"2020-06-17","   .00 %","   .95 %","  1.12 %","  1.24 %","   .53 %","   .00 %","  1.93 %","  1.11 %","  1.10 %","  2.41 %","  1.21 %","   .00 %","   .88 %","   .69 %","  -.52 %","   .80 %","   .64 %","  2.19 %","   .00 %","   .34 %","   .92 %","   .00 %","  2.42 %","   .39 %","  2.71 %"
"2020-06-18","  -.53 %","   .81 %","   .57 %","   .58 %","   .79 %","   .35 %","   .40 %","   .22 %","   .23 %","   .00 %","   .26 %","   .00 %","   .39 %","   .21 %","   .52 %","   .31 %","   .31 %","   .00 %","  1.22 %","  1.36 %","   .00 %","   .00 %","   .34 %","   .10 %","   .75 %"
"2020-06-19","   .00 %","   .56 %","   .43 %","   .46 %","  1.04 %","  1.05 %","  1.78 %","   .66 %","   .00 %","  2.35 %","   .81 %","   .00 %","   .48 %","  1.45 %","   .00 %","   .48 %","   .24 %","  8.56 %","   .00 %","   .67 %","  2.73 %","   .00 %","  1.01 %","   .00 %","   .00 %"
"2020-06-20","   .53 %","   .37 %","  1.04 %","   .79 %","  1.03 %","   .69 %","   .00 %","   .22 %","   .77 %","  3.45 %","   .80 %","   .00 %","  1.06 %","  1.13 %","   .00 %","   .55 %","   .54 %","   .49 %","   .00 %","  -.33 %","   .00 %","   .00 %","   .17 %","   .29 %","  1.12 %"
"2020-06-21","   .00 %","   .49 %","   .76 %","   .86 %","   .25 %","  1.38 %","   .19 %","   .00 %","   .69 %","  1.67 %","   .55 %","   .00 %","   .38 %","   .58 %","   .00 %","   .54 %","   .39 %","   .49 %","   .00 %","   .84 %","  1.77 %","   .00 %","   .17 %","   .38 %","   .37 %"
"2020-06-22","   .53 %","   .24 %","   .64 %","   .60 %","   .76 %","   .00 %","   .10 %","   .22 %","  1.14 %","   .00 %","   .59 %","   .00 %","   .38 %","   .54 %","   .52 %","   .44 %","   .34 %","  2.93 %","   .00 %","  -.50 %","  1.74 %","   .00 %","  1.33 %","   .29 %","  1.11 %"
"2020-06-23","  1.59 %","   .61 %","   .66 %","   .75 %","   .25 %","   .68 %","  2.91 %","   .00 %","   .38 %","   .00 %","   .50 %","   .00 %","   .38 %","  -.53 %","   .00 %","   .45 %","   .81 %","   .00 %","  1.20 %","  1.00 %","  -.85 %","   .00 %","   .82 %","   .48 %","  1.09 %"
"2020-06-24","  1.04 %","   .20 %","   .22 %","   .87 %","  1.01 %","   .34 %","  1.98 %","   .65 %","   .60 %","   .00 %","   .25 %","   .00 %","   .75 %","   .54 %","   .52 %","   .56 %","   .39 %","   .95 %","   .00 %","   .17 %","   .00 %","   .00 %","  2.92 %","   .19 %","   .36 %"
"2020-06-25","  4.64 %","   .59 %","   .76 %","   .67 %","   .25 %","  1.68 %","  1.76 %","  -.86 %","   .67 %","   .55 %","   .66 %","   .00 %","   .56 %","   .70 %","  -.51 %","   .69 %","   .54 %","   .94 %","  1.19 %","   .66 %","  2.59 %","   .00 %","  3.00 %","   .19 %","   .00 %"
"2020-06-26","   .49 %","   .40 %","   .75 %","   .56 %","   .25 %","  2.32 %","   .27 %","   .43 %","   .52 %"," -1.09 %","   .29 %","   .00 %","   .00 %","   .69 %","   .52 %","   .63 %","   .32 %","  2.33 %","  1.18 %","   .16 %","  1.68 %","   .00 %","  1.53 %","   .38 %","  1.44 %"
"2020-06-27","   .00 %","   .74 %","   .41 %","   .88 %","   .99 %","  1.94 %","   .00 %","  2.38 %","   .37 %","   .55 %","   .69 %","   .00 %","  1.11 %","   .81 %","   .51 %","   .34 %","   .19 %","  1.82 %","   .00 %","  1.31 %","  7.44 %","   .00 %","  3.17 %","  -.09 %","   .00 %"
"2020-06-28","   .00 %","   .26 %","   .60 %","   .72 %","   .49 %","   .00 %","   .09 %","   .00 %","   .66 %","  1.09 %","   .24 %"," 10.00 %","   .55 %","   .44 %","  1.02 %","   .60 %","   .39 %","   .89 %","   .00 %","   .16 %","   .00 %","   .00 %","  1.46 %","   .19 %","   .00 %"
"2020-06-29","   .00 %","   .73 %","  1.04 %","  1.11 %","   .73 %","   .95 %","   .81 %","  1.06 %","   .88 %","  1.62 %","   .61 %","   .00 %","  1.09 %","  1.04 %","   .51 %","   .47 %","   .49 %","   .44 %","  1.16 %","  2.10 %","  4.62 %","   .00 %","   .14 %","   .19 %","  1.42 %"
"2020-06-30","   .49 %","   .33 %","   .71 %","   .64 %","   .24 %","   .31 %","   .27 %","   .21 %","   .72 %","   .00 %","   .16 %","   .00 %","   .72 %","   .44 %","  -.50 %","   .42 %","   .36 %","  1.32 %","   .00 %","   .63 %","   .74 %","   .00 %","   .43 %","   .47 %","   .00 %"
"2020-07-01","   .00 %","   .49 %","   .69 %","   .78 %","   .24 %","   .31 %","  1.70 %","   .21 %","   .43 %","   .00 %","   .12 %","   .00 %","   .99 %","  1.18 %","  1.01 %","   .45 %","   .39 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","  -.14 %","   .28 %","  1.05 %"
"2020-07-02","   .00 %","   .88 %","   .81 %","  1.26 %","   .72 %","   .31 %","  1.14 %","  1.25 %","  1.22 %","   .53 %","   .32 %","   .00 %","  2.31 %","  1.32 %","   .50 %","   .65 %","   .46 %","   .87 %","   .00 %","  1.10 %","  2.92 %","   .00 %"," -1.43 %","   .37 %","   .00 %"
"2020-07-03","   .49 %","   .41 %","   .96 %","  1.14 %","   .24 %","   .00 %","   .52 %","   .21 %","   .71 %","  -.53 %","   .76 %","   .00 %","  1.73 %","   .61 %","  -.50 %","   .82 %","   .69 %","   .86 %","   .00 %","   .77 %","  2.13 %","   .00 %","   .58 %","  1.02 %","   .69 %"
"2020-07-04","   .97 %","   .75 %","   .62 %","   .87 %","   .00 %","   .31 %","   .09 %","   .62 %","   .28 %","  2.13 %","  1.03 %"," 18.18 %","   .26 %","   .73 %","   .00 %","   .41 %","   .42 %","  2.56 %","   .00 %","   .15 %","  2.08 %","   .00 %","   .58 %","   .18 %","   .34 %"
"2020-07-05","   .96 %","   .42 %","   .62 %","   .51 %","   .48 %","   .00 %","   .17 %","   .82 %","   .49 %","  4.69 %","   .24 %","  7.69 %","   .34 %","   .53 %","  1.50 %","   .31 %","   .31 %","  2.92 %","  1.15 %","   .31 %","  2.04 %","   .00 %","   .14 %","   .09 %","  1.37 %"
"2020-07-06","   .00 %","   .55 %","   .60 %","   .80 %","   .24 %","   .00 %","   .52 %","   .81 %","   .28 %","   .00 %","   .08 %","  7.14 %","   .76 %","   .57 %","   .00 %","   .22 %","   .22 %","   .40 %","   .00 %","   .76 %","  1.33 %","   .00 %","   .00 %","   .28 %","   .34 %"
"2020-07-07","   .00 %","   .28 %","   .55 %","   .50 %","   .00 %","   .31 %","  1.55 %","  1.41 %","   .69 %"," -1.00 %","  -.12 %","   .00 %","   .76 %","   .71 %","   .49 %","  1.11 %","   .75 %","  3.23 %","  3.41 %","   .46 %","  1.97 %","   .00 %","  -.72 %","   .37 %","  1.35 %"
"2020-07-08","   .95 %","   .68 %","   .74 %","   .89 %","   .71 %","   .62 %","   .51 %","  1.39 %","  1.52 %","   .00 %","   .08 %","  6.67 %","   .92 %","  1.42 %","   .00 %","   .44 %","   .54 %","  1.56 %","  2.20 %","   .60 %","  3.87 %","   .00 %","   .43 %","   .64 %","  1.66 %"
"2020-07-09","   .00 %","   .94 %","   .64 %","  1.04 %","  2.35 %","  1.23 %","   .17 %","   .39 %","   .68 %","   .00 %","   .55 %","  6.25 %","  1.32 %","  1.03 %","  -.49 %","   .67 %","   .89 %","  3.08 %","  1.08 %","  1.05 %","  2.48 %","   .00 %","  1.15 %","   .64 %","   .98 %"
"2020-07-10","   .47 %","   .59 %","   .99 %","  1.15 %","   .69 %","   .91 %","   .84 %","   .78 %","   .88 %","  2.01 %","   .39 %"," 11.76 %","  1.71 %","   .69 %","   .49 %","   .42 %","   .28 %","  1.87 %","  4.26 %","   .89 %","  3.03 %","   .00 %","  1.14 %","   .90 %","  1.62 %"
"2020-07-11","  1.41 %","   .89 %","  1.10 %","  1.43 %","  1.60 %","   .60 %","   .83 %","  1.54 %","   .40 %","  2.96 %","   .35 %"," 15.79 %","  1.28 %","   .83 %","   .00 %","   .35 %","   .45 %","  5.13 %","   .00 %","  1.47 %","  8.24 %","   .00 %","  1.41 %","   .98 %","   .64 %"
"2020-07-12","   .00 %","   .79 %","  1.41 %","  1.46 %","   .90 %","   .60 %","   .58 %","   .19 %","  1.00 %","  3.83 %","   .46 %"," 18.18 %","  1.35 %","  1.15 %","   .00 %","   .67 %","   .59 %","  1.05 %","  1.02 %","  1.60 %","   .54 %","   .00 %","   .97 %","   .53 %","  1.58 %"
"2020-07-13","   .93 %","   .87 %","  1.08 %","   .91 %","   .89 %","   .00 %","   .33 %","   .38 %","   .73 %","   .00 %","   .27 %","  3.85 %","   .70 %","   .88 %","   .49 %","   .34 %","   .30 %","   .00 %","  2.02 %","  1.14 %","  2.16 %","   .00 %","   .14 %","   .26 %","   .31 %"
"2020-07-14","   .92 %","  1.02 %","  1.10 %","  1.44 %","  1.10 %","  2.68 %","   .25 %","   .38 %","   .39 %","   .00 %","   .54 %","   .00 %","  1.79 %","  1.44 %","   .00 %","   .65 %","   .93 %","  2.07 %","  1.98 %","  1.84 %","  4.23 %","   .00 %","  1.24 %","  1.49 %","  2.80 %"
"2020-07-15","   .91 %","  1.14 %","  1.81 %","  1.68 %","   .22 %","   .58 %","   .33 %","   .94 %","  1.17 %","   .92 %","   .61 %","  3.70 %","  1.07 %","  1.07 %","  1.46 %","   .65 %","   .72 %","  1.01 %","  1.94 %","  1.25 %","  5.08 %","   .00 %","   .27 %","   .35 %","  2.42 %"
"2020-07-16","   .90 %","   .92 %","  1.18 %","  1.84 %","  1.74 %","   .86 %","   .57 %","   .37 %","   .97 %","  5.48 %","   .76 %","  3.57 %","   .83 %","  1.20 %","  1.44 %","   .44 %","   .46 %","   .67 %","   .00 %","  1.23 %","  4.35 %","   .00 %","   .54 %","   .34 %","  4.72 %"
"2020-07-17","  1.34 %","  1.36 %","  1.24 %","  1.59 %","  2.57 %","   .29 %","  1.05 %","   .74 %","  1.02 %","   .43 %","   .23 %","  3.45 %","  1.12 %","   .88 %","  1.90 %","   .60 %","   .55 %","  1.33 %","   .95 %","  1.89 %","  6.48 %","   .00 %","  1.08 %","   .77 %","  3.10 %"
"2020-07-18","  2.20 %","  1.53 %","  1.50 %","  1.56 %","   .84 %","   .28 %","   .64 %","  1.48 %","   .63 %","  2.59 %","  1.50 %"," 10.00 %","  2.15 %","  1.91 %","  1.40 %","   .61 %","   .61 %","  1.64 %","   .94 %","  1.46 %","  3.48 %","   .00 %","  2.93 %","   .26 %","  4.64 %"
"2020-07-19","  2.16 %","   .90 %","  2.16 %","  1.55 %","  1.45 %","  2.27 %","  1.04 %","   .55 %","  1.00 %","  2.94 %","   .78 %","  3.03 %","  2.32 %","  1.88 %","  1.38 %","   .74 %","   .80 %","  2.58 %","   .93 %","  1.18 %","  2.10 %","   .00 %","  1.42 %","   .43 %","  6.53 %"
"2020-07-20","   .84 %","   .81 %","  1.08 %","   .82 %","   .82 %","  1.39 %","   .55 %","  1.08 %","   .62 %","   .41 %","   .62 %","   .00 %","  1.06 %","  1.00 %","   .90 %","   .37 %","   .49 %","  4.09 %","   .00 %","   .78 %","  5.76 %","   .00 %","  1.53 %","   .68 %","  2.21 %"
"2020-07-21","   .42 %","   .98 %","  1.69 %","  1.46 %","   .20 %","   .55 %","  1.57 %","  1.25 %","  1.42 %","   .00 %","  1.68 %","   .00 %","  1.75 %","  1.57 %","   .45 %","   .53 %","   .86 %","  1.21 %","  1.85 %","   .77 %","  3.11 %","   .00 %","  2.51 %","   .50 %","  2.64 %"
"2020-07-22","   .00 %","   .71 %","  1.59 %","   .97 %","  1.62 %","   .27 %","  1.16 %","   .71 %","  1.04 %"," 17.07 %","   .43 %","  8.82 %","  1.38 %","   .66 %"," -1.34 %","   .44 %","   .44 %","  1.49 %","   .00 %","   .51 %","  1.13 %","   .00 %","   .25 %","   .50 %","  1.64 %"
"2020-07-23","  1.67 %","   .64 %","  1.89 %","  1.07 %","  1.19 %","   .82 %","   .38 %","  1.05 %","  1.21 %","  2.08 %","   .82 %","  2.70 %","  2.85 %","  1.38 %","   .90 %","   .37 %","   .38 %","   .29 %","   .91 %","   .13 %","  2.24 %","   .00 %","   .98 %","   .42 %","   .92 %"
"2020-07-24","   .00 %","  1.38 %","  1.69 %","  1.62 %","  1.18 %","   .81 %","  1.60 %","  1.22 %","   .95 %","  3.06 %","   .46 %","  7.89 %","  1.72 %","   .89 %","   .45 %","   .68 %","   .82 %","  2.64 %","  2.70 %","  1.90 %","  5.47 %","   .00 %","   .85 %","  1.08 %","  6.61 %"
"2020-07-25","  3.28 %","  1.83 %","  2.60 %","  2.09 %","  2.52 %","  5.08 %","  1.35 %","  2.23 %","  1.42 %","   .66 %","  1.31 %","  2.44 %","  2.53 %","  1.28 %","  1.79 %","   .92 %","  1.05 %","  2.00 %","   .00 %","  2.11 %","  3.11 %","   .00 %","  3.72 %","   .74 %","  4.91 %"
"2020-07-26","  1.59 %","   .58 %","  1.21 %","  1.40 %","  1.33 %","  2.54 %","  1.03 %","   .17 %","   .64 %","  3.93 %","   .31 %","   .00 %","  1.14 %","   .42 %","   .44 %","   .58 %","   .59 %","  2.52 %","   .00 %","  1.46 %","  3.36 %","   .00 %","   .81 %","   .90 %","  1.83 %"
"2020-07-27","  1.56 %","  1.39 %","  1.83 %","  2.18 %","  2.06 %","  2.23 %","  1.61 %","   .67 %","  1.33 %","   .63 %","  1.04 %","  2.38 %","  2.13 %","  1.38 %","   .00 %","   .85 %","   .98 %","  1.09 %","   .88 %","  1.80 %","  2.92 %","   .00 %","  2.99 %","   .81 %","  1.20 %"
"2020-07-28","   .77 %","  1.05 %","  1.15 %","  1.16 %","  1.10 %","   .97 %","   .79 %","  1.00 %","  1.08 %","   .00 %","   .76 %"," 11.63 %","  1.04 %","  1.10 %"," -2.18 %","   .38 %","   .46 %","  1.35 %","   .87 %","   .71 %","   .95 %","   .00 %","  1.90 %","   .56 %","   .00 %"
"2020-07-29","  -.76 %","   .95 %","  1.52 %","  1.16 %","  1.27 %","   .48 %","   .86 %","   .82 %","  1.35 %","   .00 %","   .55 %"," -6.25 %","  1.70 %","   .91 %","   .00 %","   .44 %","   .80 %","   .27 %","   .00 %","   .94 %","   .94 %","   .00 %","  1.86 %","   .32 %","   .40 %"
"2020-07-30","  1.54 %","  1.29 %","  1.68 %","  1.64 %","  1.07 %","   .00 %","  1.49 %","  1.14 %","  1.28 %","  2.19 %","   .58 %","   .00 %","  2.39 %","   .90 %","  2.23 %","   .53 %","   .63 %","   .53 %","   .86 %","  1.27 %","  2.17 %","   .00 %","   .54 %","   .71 %","  1.97 %"
"2020-07-31","   .76 %","  1.29 %","  1.75 %","  1.71 %","  4.07 %","  1.20 %","   .98 %","   .48 %","   .71 %","  4.29 %","   .74 %","   .00 %","  1.98 %","  1.67 %","  1.31 %","   .98 %","  1.05 %","  1.32 %","  1.71 %","  2.52 %","  3.03 %","   .00 %","  1.71 %","   .79 %","  6.18 %"
"2020-08-01","   .38 %","  1.26 %","  1.51 %","  1.91 %","  4.08 %","  1.65 %","  1.24 %","  1.29 %","  1.26 %","  2.65 %","   .10 %"," -4.44 %","  1.71 %","  1.13 %","  1.29 %","   .55 %","   .85 %","   .78 %","  1.68 %","   .89 %","  6.18 %","   .00 %","  1.58 %","   .63 %","  6.00 %"
"2020-08-02","  1.50 %","  1.50 %","  1.48 %","  1.50 %","  1.14 %","   .47 %","   .95 %","  2.70 %","  1.24 %","   .57 %","   .30 %","   .00 %","  2.13 %","  1.46 %","   .00 %","   .53 %","   .61 %","  2.85 %","  1.65 %","  1.99 %","  1.39 %","   .00 %","  1.14 %","   .54 %","   .86 %"
"2020-08-03","   .74 %","   .70 %","  1.86 %","  1.48 %","  2.58 %","  1.39 %","   .68 %","  1.24 %","  1.65 %","   .28 %","   .40 %","   .00 %","  1.93 %","  1.05 %","   .00 %","   .47 %","   .60 %","   .50 %","   .00 %","   .98 %","   .55 %","   .00 %","   .41 %","   .31 %","  3.91 %"
"2020-08-04","  1.10 %","   .91 %","  1.00 %","   .82 %","  2.20 %","   .23 %","   .80 %","  1.07 %","  1.20 %","   .00 %","   .20 %","  2.33 %","   .54 %","   .82 %","   .00 %","   .38 %","   .88 %","   .00 %","  4.88 %","   .00 %","   .00 %","   .00 %","   .41 %","   .85 %","  4.58 %"
"2020-08-05","   .00 %","   .61 %","  1.13 %","   .92 %","  1.69 %","   .46 %","   .53 %","  1.51 %","   .78 %","   .28 %","   .13 %","  2.27 %","   .81 %","   .73 %","   .00 %","   .37 %","   .32 %","   .75 %","   .00 %","  1.50 %","   .27 %","   .00 %","   .30 %","   .53 %","  2.66 %"
"2020-08-06","  1.09 %","  1.21 %","   .88 %","  1.02 %","  1.06 %","   .68 %","   .33 %","  1.34 %","   .72 %","  1.98 %","   .40 %","   .00 %","  1.49 %","   .32 %","   .43 %","   .31 %","   .30 %","  1.00 %","   .78 %","   .63 %","   .54 %","   .00 %","   .71 %","   .46 %","  1.22 %"
"2020-08-07","   .36 %","   .60 %","  1.08 %","  1.36 %","   .75 %","   .23 %","   .92 %","  1.17 %","  1.12 %","  1.39 %","   .59 %","  2.22 %","   .84 %","  1.34 %","   .85 %","   .59 %","   .63 %","  3.45 %","  2.31 %","  1.16 %","  3.50 %","   .00 %","   .70 %","   .00 %","  1.66 %"
"2020-08-08","  2.50 %","   .72 %","  1.12 %","  1.11 %","  1.93 %","   .00 %","   .46 %","  1.31 %","   .86 %","  1.64 %","   .16 %","  6.52 %","   .62 %","   .79 %","   .42 %","   .67 %","   .78 %","   .48 %","   .75 %","   .31 %","  2.60 %","   .00 %","   .40 %","   .15 %","  1.04 %"
"2020-08-09","  1.39 %","   .90 %","  1.51 %","  1.39 %","  1.75 %","  1.35 %","   .59 %","   .57 %","  1.20 %","   .00 %","   .39 %","   .00 %","  1.76 %","   .97 %","  1.67 %","   .72 %","   .61 %","  2.13 %","  1.49 %","  1.87 %","  1.52 %","   .00 %","   .50 %","  1.06 %","  1.76 %"
"2020-08-10","  2.75 %","   .75 %","  1.08 %","  1.25 %","  1.43 %","   .44 %","   .52 %","   .57 %","   .79 %","  1.08 %","   .49 %","   .00 %","  1.32 %","   .91 %","   .00 %","   .53 %","   .57 %","   .70 %","  2.21 %","  1.63 %","   .50 %","   .00 %","   .59 %","   .75 %","   .00 %"
"2020-08-11","   .33 %","   .46 %","  -.19 %","  1.49 %","   .85 %","   .00 %","   .84 %","   .28 %","  1.32 %","   .80 %","   .36 %","  4.08 %","   .90 %","   .82 %","  -.41 %","   .37 %","   .74 %","  -.23 %","  1.44 %","   .40 %","   .25 %","   .00 %","  1.08 %","   .59 %","   .43 %"
"2020-08-12","  1.00 %","   .39 %","   .67 %","   .76 %","   .28 %","   .22 %","   .32 %","   .85 %","   .82 %","   .00 %","   .81 %","  3.92 %","  1.09 %","   .72 %","   .41 %","   .45 %","   .37 %","  1.62 %","   .00 %","   .90 %","   .25 %","   .00 %","  1.17 %","   .37 %","  1.00 %"
"2020-08-13","  2.97 %","   .66 %","   .97 %","   .55 %","  1.26 %","   .22 %","   .70 %","   .14 %","   .86 %","  3.97 %","  1.15 %","  1.89 %","  1.03 %","   .66 %","  -.41 %","   .60 %","   .84 %","  1.36 %","   .00 %","   .99 %","  1.73 %","   .00 %","  2.40 %","   .96 %","   .43 %"
"2020-08-14","  4.49 %","   .48 %","   .78 %","  1.13 %","   .14 %","   .44 %","   .82 %","   .56 %","   .81 %","   .25 %","   .60 %","   .00 %","  1.46 %","  1.06 %","   .00 %","   .36 %","   .58 %","  4.93 %","   .71 %","  1.66 %","   .24 %","   .00 %","  2.25 %","   .51 %","   .42 %"
"2020-08-15","  3.68 %","   .71 %","  1.08 %","   .99 %","  1.10 %","   .66 %","   .44 %","   .70 %","  1.56 %","  2.03 %","   .72 %","  7.41 %","  1.92 %","   .77 %","   .00 %","   .56 %","   .60 %","   .43 %","  3.52 %","   .10 %","  1.46 %","   .00 %","  2.48 %","   .65 %","  1.27 %"
"2020-08-16","   .89 %","   .39 %","   .68 %","   .63 %","   .55 %","   .22 %","   .31 %","   .28 %","   .60 %","  1.49 %","   .63 %","   .00 %","  1.18 %","   .77 %","   .83 %","   .41 %","   .27 %","  2.55 %","  2.72 %","   .77 %","   .48 %","   .00 %","   .72 %","   .79 %","  1.39 %"
"2020-08-17","   .59 %","   .68 %","   .73 %","   .61 %","   .68 %","   .87 %","   .31 %","  1.38 %","   .46 %","  1.23 %","   .47 %","   .00 %","   .79 %","   .44 %","   .82 %","   .36 %","   .26 %","  1.04 %","  1.99 %","  1.24 %","   .24 %","   .00 %","  1.16 %","   .29 %","   .27 %"
"2020-08-18","  1.46 %","   .44 %","   .52 %","   .44 %","   .40 %","   .65 %","   .56 %","   .27 %","  1.06 %"," -1.45 %","   .50 %","   .00 %","   .74 %","   .54 %","  1.22 %","   .29 %","   .68 %","  1.23 %","   .65 %","   .28 %","   .71 %","   .00 %","   .88 %","   .36 %","   .68 %"
"2020-08-19","  1.72 %","   .62 %","   .45 %","   .57 %","   .40 %","   .64 %","   .06 %","   .14 %","   .68 %","   .25 %","   .62 %","  1.72 %","   .87 %","   .34 %","   .80 %","   .28 %","   .25 %","   .41 %","  2.58 %","   .00 %","   .24 %","   .00 %","  1.05 %","   .35 %","   .14 %"
"2020-08-20","  1.13 %","   .35 %","  1.04 %","   .48 %","   .94 %","   .21 %","   .12 %","   .68 %","   .50 %","  1.96 %","   .67 %","  1.69 %","  1.04 %","   .56 %","   .00 %","   .44 %","   .44 %","   .61 %","  3.14 %","   .47 %","  1.18 %","   .00 %","   .86 %","   .64 %","   .54 %"
"2020-08-21","  1.96 %","   .67 %","  1.01 %","   .70 %","   .26 %","   .00 %","   .43 %","  1.08 %","   .45 %","  2.16 %","   .61 %","  1.67 %","  1.44 %","   .72 %","  1.59 %","   .32 %","   .55 %","  2.01 %","  3.05 %","   .56 %","   .70 %","   .00 %","  1.88 %","   .28 %","  -.27 %"
"2020-08-22","   .55 %","   .78 %","   .79 %","   .67 %","   .26 %","  1.06 %","   .37 %","   .66 %","   .72 %","   .47 %","   .36 %","   .00 %","  1.24 %","   .34 %","  -.39 %","   .31 %","   .58 %","   .79 %","  4.14 %","   .19 %","   .69 %","   .00 %","  1.26 %","   .98 %","  1.89 %"
"2020-08-23","  2.72 %","   .56 %","   .74 %","   .60 %","   .26 %","   .21 %","   .55 %","   .53 %","   .44 %","   .47 %","   .69 %","   .00 %","  1.14 %","   .52 %","   .00 %","   .43 %","   .33 %","   .39 %","   .00 %","   .28 %","  2.29 %","   .00 %","  2.24 %","  1.32 %","   .93 %"
