"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-07-31","   .65 %","  2.22 %","   .16 %","","","   .00 %","   .17 %","   .00 %","   .58 %","   .00 %","   .36 %","","   .51 %","   .42 %","   .09 %","   .00 %","   .41 %"
"2020-08-01","   .00 %","   .00 %","   .00 %","","","   .00 %","   .42 %","   .00 %","   .14 %","   .00 %","   .25 %","","   .20 %","   .14 %","   .19 %","   .00 %","   .10 %"
"2020-08-02","   .64 %","   .00 %","   .32 %","","","   .00 %","   .08 %","   .00 %","   .14 %","   .00 %","   .10 %","","   .20 %","   .14 %","   .09 %","   .00 %","   .10 %"
"2020-08-03","   .00 %","   .00 %","   .16 %","","","   .00 %","   .17 %","   .00 %","   .14 %","   .00 %","   .15 %","","   .00 %","   .14 %","   .09 %","   .00 %","   .10 %"
"2020-08-04","   .00 %","   .00 %","   .00 %","","","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .05 %","","   .30 %","   .14 %","   .28 %","   .00 %","   .00 %"
"2020-08-05","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .09 %","   .00 %","   .00 %"
"2020-08-06","   .00 %","   .00 %","   .48 %","","","   .00 %","   .34 %","   .00 %","   .14 %","   .79 %","   .45 %","","   .30 %","   .42 %","   .28 %","   .00 %","   .50 %"
"2020-08-07","   .00 %","   .00 %","   .48 %","","","   .00 %","   .08 %","   .00 %","   .43 %","   .78 %","   .05 %","","   .20 %","   .14 %","   .47 %","   .00 %","   .10 %"
"2020-08-08","   .64 %","   .00 %","   .00 %","","","   .00 %","   .08 %","   .00 %","   .14 %","   .00 %","   .15 %","","   .10 %","   .28 %","   .19 %","   .00 %","   .10 %"
"2020-08-09","   .00 %","   .00 %","   .32 %","","","   .00 %","   .08 %","   .00 %","   .43 %","   .00 %","   .05 %","","   .00 %","   .14 %","   .09 %","   .00 %","   .50 %"
"2020-08-10","   .00 %","   .00 %","   .16 %","","","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","   .10 %","","   .00 %","   .14 %","   .00 %","   .00 %","   .10 %"
"2020-08-11","   .00 %","   .00 %","   .31 %","","","   .00 %","   .00 %","   .00 %","   .28 %","   .78 %","   .05 %","","   .00 %","   .14 %","   .19 %","   .00 %","   .10 %"
"2020-08-12","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 87.50 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 44.44 %","   .00 %"
"2020-08-15","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 24.62 %","   .00 %"
"2020-08-16","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.81 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.30 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 27.18 %","   .00 %"
"2020-08-20","  3.80 %","   .00 %","  1.26 %","","","   .00 %","  1.09 %","   .00 %","  3.24 %","   .77 %","  1.50 %","","   .70 %","  1.11 %","  1.39 %","-96.18 %","  2.68 %"
"2020-08-21","   .00 %","   .00 %","   .62 %","","","   .00 %","   .25 %","   .00 %","   .00 %","  1.53 %","   .10 %","","   .00 %","   .14 %","   .09 %","   .00 %","   .00 %"
"2020-08-22","   .00 %","   .00 %","   .15 %","","","   .00 %","   .41 %","   .00 %","   .27 %","   .00 %","   .25 %","","   .00 %","   .55 %","   .09 %","   .00 %","   .19 %"
"2020-08-23","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","   .00 %","","","   .00 %","   .41 %","   .00 %","   .41 %","   .75 %","   .49 %","","   .10 %","   .14 %","   .18 %","   .00 %","   .48 %"
